0.000000000000000000e+00 0.000000000000000000e+00
1.880248185859688262e-03 3.990292291085253140e+01
5.648850570881445814e-03 2.489448925893743194e+02
6.254866598162718561e-03 4.365529624258581407e+02
6.583763770941338835e-03 4.851047231140973963e+02
1.069863311671203840e-02 5.101393371375814922e+02
1.572098501005734367e-02 5.249831591658062280e+02
2.154465981283554266e-02 5.357154162600247673e+02
2.820607260604478944e-02 5.454759494228708263e+02
3.783023415031738779e-02 5.562483778888121151e+02
4.419090354913626090e-02 5.643095493817294255e+02
5.258423088101495807e-02 5.729422813689006944e+02
5.830940701120865960e-02 5.795004021951318691e+02
6.727310857338113237e-02 5.872894602147824799e+02
7.586980807716298125e-02 5.941199791909780288e+02
8.404508966821723492e-02 6.006629727020731480e+02
9.148296787712188738e-02 6.061530160971883561e+02
1.000283264755993246e-01 6.121157148047174132e+02
