900,1.206,70.012,,
901,1.235,70.317,,
902,1.235,70.1645,,
903,1.235,70.1645,,
904,1.265,70.317,,
905,1.265,70.1645,,
906,1.265,71.2325,,
907,1.265,71.2325,,
908,1.265,70.9275,,
909,1.265,70.317,,
910,1.265,70.4695,,
911,1.353,71.843,,
912,1.353,71.538,,
913,1.353,70.6225,,
914,1.353,72.606,,
915,1.353,71.843,,
916,1.353,71.538,,
917,1.353,71.3855,,
918,1.353,70.9275,,
919,1.353,70.9275,,
920,1.353,71.843,,
921,1.353,71.08,,
922,1.353,70.775,,
923,1.353,70.775,,
924,1.353,70.6225,,
925,1.353,71.538,,
926,1.353,70.6225,,
927,1.353,71.6905,,
928,1.353,71.9955,,
929,1.353,73.0635,,
930,1.353,72.4535,,
931,1.353,72.4535,,
932,1.353,71.6905,,
933,1.353,72.301,,
934,1.353,71.843,,
935,1.353,71.2325,,
936,1.353,71.3855,,
937,1.353,72.606,,
938,1.353,72.148,,
939,1.353,72.4535,,
940,1.353,72.301,,
941,1.353,72.148,,
942,1.353,72.148,,
943,1.382,72.4535,,
944,1.382,73.0635,,
945,1.382,72.148,,
946,1.382,72.911,,
947,1.382,72.911,,
948,1.382,72.148,,
949,1.382,71.843,,
950,1.382,72.7585,,
951,1.382,73.0635,,
952,1.382,72.606,,
953,1.382,72.606,,
954,1.382,72.606,,
955,1.382,73.0635,,
956,1.382,72.911,,
957,1.382,72.911,,
958,1.382,73.5215,,
959,1.382,73.369,,
960,1.382,73.8265,,
961,1.382,72.301,,
962,1.5,72.606,,
963,1.5,73.5215,,
964,1.5,73.0635,,
965,1.5,73.0635,,
966,1.5,73.2165,,
967,1.5,73.369,,
968,1.5,73.979,,
969,1.5,72.7585,,
970,1.529,72.4535,,
971,1.529,72.4535,,
972,1.529,72.911,,
973,1.529,72.911,,
974,1.529,73.2165,,
975,1.529,72.606,,
976,1.529,72.7585,,
977,1.529,74.895,,
978,1.529,73.5215,,
979,1.529,73.2165,,
980,1.529,74.132,,
981,1.529,73.369,,
982,1.529,72.4535,,
983,1.529,74.5895,,
984,1.529,73.2165,,
985,1.529,73.674,,
986,1.529,73.369,,
987,1.529,73.5215,,
988,1.529,73.369,,
989,1.529,73.8265,,
990,1.529,74.2845,,
991,1.529,74.437,,
992,1.529,73.8265,,
993,1.529,73.674,,
994,1.559,73.5215,,
995,1.559,73.979,,
996,1.559,74.742,,
997,1.559,73.5215,,
998,1.559,74.437,,
999,1.559,75.2,,
1000,1.559,75.2,,
1001,1.559,74.742,,
1002,1.559,74.437,,
1003,1.559,74.742,,
1004,1.559,73.979,,
1005,1.735,74.2845,,
1006,1.735,74.895,,
1007,1.735,74.437,,
1008,1.735,74.132,,
1009,1.735,75.0475,,
1010,1.735,75.0475,,
1011,1.765,73.674,,
1012,1.765,75.0475,,
1013,1.765,74.742,,
1014,1.765,74.5895,,
1015,1.765,74.132,,
1016,1.765,73.2165,,
1017,1.765,74.437,,
1018,1.765,74.132,,
1019,1.794,74.742,,
1020,1.794,74.742,,
1021,1.794,74.437,,
1022,1.794,73.5215,,
1023,1.794,74.5895,,
1024,1.794,74.132,,
1025,1.794,74.132,,
1026,1.794,74.5895,,
1027,1.794,75.6575,,
1028,1.794,73.979,,
1029,1.794,74.2845,,
1030,1.794,74.5895,,
1031,1.794,74.5895,,
1032,1.794,74.5895,,
1033,1.794,74.895,,
1034,1.794,73.8265,,
1035,1.794,73.979,,
1036,1.794,74.437,,
1037,1.794,73.674,,
1038,1.794,73.5215,,
1039,1.794,74.132,,
1040,1.794,73.979,,
1041,1.794,73.674,,
1042,1.794,74.132,,
1043,1.912,74.437,,
1044,1.912,74.2845,,
1045,1.941,74.132,,
1046,1.941,73.674,,
1047,1.941,73.674,,
1048,1.941,73.2165,,
1049,1.941,72.148,,
1050,1.941,73.674,,
1051,1.941,72.606,,
1052,1.941,71.6905,,
1053,1.941,73.369,,
1054,1.941,72.7585,,
1055,1.941,72.911,,
