#PHOTRON WAVE DATA
#SheetType,,A
#Date,,2021/3/25
#Time,,22:30:0
#CameraType,,FASTCAM SA-X type 324K-M1
#CameraID,,15
#AnalogBoardType,,CONTEC AIO-163202FX-USB,
#AnalogBoardID,,00
#FrameRate(fps),,125
#SaveStep,,1
#ShutterSpeed(sec),,1/1000
#ImageWidth,,256
#ImageHeight,,1024
#TriggerMode,,End
#NumberOfFrames,,17391
#FrameRange,,-17390 to 0
#UseZeroFrame,,1
#SamplingRate(sps),,125.000000
#Sampling/Frame,,1
#NumberOfDatas,,17391
#Sloap,,,1.000000,1.000000
#Intercept,,,0.000000,0.000000

DataNo,FrameNo,SampleNo,Ch0,Ch1
1590,-15800,0,1.508179,0.043030
1591,-15799,0,1.508179,0.035400
1592,-15798,0,1.532593,0.051270
1593,-15797,0,1.622620,0.047913
1594,-15796,0,1.526489,0.037231
1595,-15795,0,1.477966,0.043640
1596,-15794,0,1.520996,0.027771
1597,-15793,0,1.465759,0.013123
1598,-15792,0,1.511230,0.038757
1599,-15791,0,1.535339,0.040588
1600,-15790,0,1.629639,0.048218
1601,-15789,0,1.513977,0.039673
1602,-15788,0,1.549683,0.049438
1603,-15787,0,1.534424,0.039978
1604,-15786,0,1.497498,0.052185
1605,-15785,0,1.540833,0.025940
1606,-15784,0,1.633911,0.055542
1607,-15783,0,1.531982,0.012207
1608,-15782,0,1.486816,0.032654
1609,-15781,0,1.509705,0.007629
1610,-15780,0,1.532288,0.053101
1611,-15779,0,1.561584,0.055237
1612,-15778,0,1.527405,0.034790
1613,-15777,0,1.547241,0.050964
1614,-15776,0,1.600342,0.044861
1615,-15775,0,1.497498,0.034485
1616,-15774,0,1.550903,0.022278
1617,-15773,0,1.554565,0.025940
1618,-15772,0,1.548462,0.039368
1619,-15771,0,1.569214,0.039063
1620,-15770,0,1.572266,0.051880
1621,-15769,0,1.557617,0.051270
1622,-15768,0,1.569824,0.065002
1623,-15767,0,1.530762,0.039673
1624,-15766,0,1.481934,0.029297
1625,-15765,0,1.559448,0.036011
1626,-15764,0,1.571350,0.035095
1627,-15763,0,1.549377,0.044556
1628,-15762,0,1.564636,0.045776
1629,-15761,0,1.587830,0.032349
1630,-15760,0,1.507263,0.040894
1631,-15759,0,1.599121,0.046387
1632,-15758,0,1.590271,0.019836
1633,-15757,0,1.612549,0.041199
1634,-15756,0,1.484985,0.019836
1635,-15755,0,1.629028,0.048218
1636,-15754,0,1.562500,0.043640
1637,-15753,0,1.556091,0.039063
1638,-15752,0,1.587830,0.045471
1639,-15751,0,1.608276,0.043640
1640,-15750,0,1.616516,0.046387
1641,-15749,0,1.694336,0.048523
1642,-15748,0,1.604919,0.043945
1643,-15747,0,1.564026,0.032654
1644,-15746,0,1.619873,0.032349
1645,-15745,0,1.595459,0.041504
1646,-15744,0,1.609192,0.058594
1647,-15743,0,1.633606,0.042114
1648,-15742,0,1.577759,0.038757
1649,-15741,0,1.610718,0.039368
1650,-15740,0,1.618347,0.039673
1651,-15739,0,1.551514,0.032043
1652,-15738,0,1.554565,0.037842
1653,-15737,0,1.592712,0.058594
1654,-15736,0,1.589661,0.043945
1655,-15735,0,1.582336,0.061035
1656,-15734,0,1.671448,0.051575
1657,-15733,0,1.572571,0.033875
1658,-15732,0,1.673584,0.047302
1659,-15731,0,1.618958,0.027771
1660,-15730,0,1.619873,0.058594
1661,-15729,0,1.627502,0.054626
1662,-15728,0,1.636963,0.038147
1663,-15727,0,1.623230,0.027771
1664,-15726,0,1.616821,0.055237
1665,-15725,0,1.592102,0.041809
1666,-15724,0,1.584167,0.043030
1667,-15723,0,1.604004,0.038757
1668,-15722,0,1.520996,0.032959
1669,-15721,0,1.648560,0.039673
1670,-15720,0,1.639099,0.030823
1671,-15719,0,1.637878,0.041504
1672,-15718,0,1.619263,0.046082
1673,-15717,0,1.637573,0.049744
1674,-15716,0,1.604919,0.038757
1675,-15715,0,1.671448,0.044556
1676,-15714,0,1.600037,0.026245
1677,-15713,0,1.642456,0.016479
1678,-15712,0,1.641541,0.058594
1679,-15711,0,1.617432,0.066833
1680,-15710,0,1.629639,0.048218
1681,-15709,0,1.691589,0.063477
1682,-15708,0,1.610107,0.044861
1683,-15707,0,1.565247,0.032959
1684,-15706,0,1.655884,0.042114
1685,-15705,0,1.636353,0.018921
1686,-15704,0,1.743774,0.050964
1687,-15703,0,1.653442,0.043945
1688,-15702,0,1.655273,0.042419
1689,-15701,0,1.739197,0.051880
1690,-15700,0,1.658936,0.014343
1691,-15699,0,1.694946,0.051575
1692,-15698,0,1.715088,0.047302
1693,-15697,0,1.617432,0.038452
1694,-15696,0,1.666260,0.040588
1695,-15695,0,1.658020,0.047607
1696,-15694,0,1.688538,0.060120
1697,-15693,0,1.670837,0.039368
1698,-15692,0,1.683655,0.043335
1699,-15691,0,1.694946,0.038147
1700,-15690,0,1.650085,0.049438
1701,-15689,0,1.675415,0.038757
1702,-15688,0,1.688538,0.038757
1703,-15687,0,1.681213,0.036926
1704,-15686,0,1.698303,0.057068
1705,-15685,0,1.654968,0.031738
1706,-15684,0,1.791077,0.054626
1707,-15683,0,1.691284,0.054321
1708,-15682,0,1.696167,0.069885
1709,-15681,0,1.684875,0.043640
1710,-15680,0,1.725159,0.087891
1711,-15679,0,1.684265,0.038757
1712,-15678,0,1.702881,0.043335
1713,-15677,0,1.693726,0.042114
1714,-15676,0,1.711121,0.045776
1715,-15675,0,1.747437,0.044861
1716,-15674,0,1.618042,0.039368
1717,-15673,0,1.655884,0.036926
1718,-15672,0,1.694641,0.020447
1719,-15671,0,1.802368,0.058899
1720,-15670,0,1.743774,0.054016
1721,-15669,0,1.730347,0.063171
1722,-15668,0,1.693115,0.039368
1723,-15667,0,1.705933,0.063782
1724,-15666,0,1.681519,0.032959
1725,-15665,0,1.693420,0.040588
1726,-15664,0,1.697388,0.071411
1727,-15663,0,1.798706,0.055542
1728,-15662,0,1.681213,0.048218
1729,-15661,0,1.685486,0.053711
1730,-15660,0,1.675415,0.039063
1731,-15659,0,1.679688,0.039368
1732,-15658,0,1.715698,0.039673
1733,-15657,0,1.735229,0.051270
1734,-15656,0,1.716614,0.045166
1735,-15655,0,1.747742,0.044250
1736,-15654,0,1.791992,0.051270
1737,-15653,0,1.760864,0.066833
1738,-15652,0,1.705627,0.043335
1739,-15651,0,1.753845,0.046387
1740,-15650,0,1.700745,0.034485
1741,-15649,0,1.736450,0.044250
1742,-15648,0,1.755371,0.055847
1743,-15647,0,1.758728,0.048828
1744,-15646,0,1.749268,0.026855
1745,-15645,0,1.716309,0.079956
1746,-15644,0,1.741333,0.066833
1747,-15643,0,1.808167,0.040894
1748,-15642,0,1.756287,0.041809
1749,-15641,0,1.805725,0.056763
1750,-15640,0,1.715698,0.042725
1751,-15639,0,1.740417,0.022583
1752,-15638,0,1.724243,0.016785
1753,-15637,0,1.720581,0.028381
1754,-15636,0,1.768494,0.080872
1755,-15635,0,1.777954,0.044556
1756,-15634,0,1.718750,0.044556
1757,-15633,0,1.742859,0.038147
1758,-15632,0,1.704407,0.042114
1759,-15631,0,1.760254,0.036621
1760,-15630,0,1.780090,0.032349
1761,-15629,0,1.790771,0.045471
1762,-15628,0,1.732788,0.042419
1763,-15627,0,1.715088,0.031738
1764,-15626,0,1.731262,0.041199
1765,-15625,0,1.773071,0.046387
1766,-15624,0,1.810303,0.048828
1767,-15623,0,1.790466,0.037842
1768,-15622,0,1.877136,0.052185
1769,-15621,0,1.796265,0.041199
1770,-15620,0,1.845398,0.060730
1771,-15619,0,1.771240,0.022888
1772,-15618,0,1.782837,0.045471
1773,-15617,0,1.823425,0.049133
1774,-15616,0,1.762695,0.042419
1775,-15615,0,1.825867,0.032349
1776,-15614,0,1.813354,0.047913
1777,-15613,0,1.799011,0.047302
1778,-15612,0,1.805420,0.048523
1779,-15611,0,1.798706,0.057983
1780,-15610,0,1.786499,0.048523
1781,-15609,0,1.777344,0.058594
1782,-15608,0,1.802673,0.056152
1783,-15607,0,1.776428,0.053711
1784,-15606,0,1.835327,0.056458
1785,-15605,0,1.839600,0.049744
1786,-15604,0,1.731873,0.039063
1787,-15603,0,1.796265,0.053711
1788,-15602,0,1.782227,0.043640
1789,-15601,0,1.833801,0.048523
1790,-15600,0,1.823425,0.051575
1791,-15599,0,1.798401,0.045471
1792,-15598,0,1.753540,0.048218
1793,-15597,0,1.807251,0.039673
1794,-15596,0,1.875305,0.056458
1795,-15595,0,1.807556,0.050964
1796,-15594,0,1.803284,0.045776
1797,-15593,0,1.814880,0.023804
1798,-15592,0,1.769104,0.059814
1799,-15591,0,1.801758,0.034790
1800,-15590,0,1.792297,0.037537
1801,-15589,0,1.856689,0.043030
1802,-15588,0,1.742249,0.043640
1803,-15587,0,1.888428,0.040283
1804,-15586,0,1.818542,0.057068
1805,-15585,0,1.879883,0.044861
1806,-15584,0,1.797485,0.047607
1807,-15583,0,1.835327,0.066833
1808,-15582,0,1.860657,0.042419
1809,-15581,0,1.773987,0.036316
1810,-15580,0,1.890259,0.034485
1811,-15579,0,1.901855,0.055847
1812,-15578,0,1.929626,0.054626
1813,-15577,0,1.824646,0.065613
1814,-15576,0,1.819153,0.043945
1815,-15575,0,1.756897,0.038147
1816,-15574,0,1.817627,0.047913
1817,-15573,0,1.859131,0.039063
1818,-15572,0,1.855164,0.048218
1819,-15571,0,1.875916,0.060120
1820,-15570,0,1.938782,0.050049
1821,-15569,0,1.835022,0.054932
1822,-15568,0,1.902466,0.056152
1823,-15567,0,1.871033,0.058594
1824,-15566,0,1.869507,0.049133
1825,-15565,0,1.829224,0.044250
1826,-15564,0,1.856995,0.039063
1827,-15563,0,1.871643,0.039673
1828,-15562,0,1.854248,0.052490
1829,-15561,0,1.842651,0.022888
1830,-15560,0,1.874695,0.047607
1831,-15559,0,1.788635,0.049744
1832,-15558,0,1.871338,0.030212
1833,-15557,0,1.906433,0.078430
1834,-15556,0,1.860657,0.048523
1835,-15555,0,1.918945,0.027771
1836,-15554,0,1.887207,0.048523
1837,-15553,0,1.859131,0.051880
1838,-15552,0,1.902466,0.050964
1839,-15551,0,1.921387,0.053711
1840,-15550,0,1.883545,0.075073
1841,-15549,0,1.898804,0.067749
1842,-15548,0,1.864014,0.035706
1843,-15547,0,1.914673,0.051270
1844,-15546,0,1.889648,0.026245
1845,-15545,0,1.857910,0.062561
1846,-15544,0,1.842957,0.046387
1847,-15543,0,1.900024,0.054932
1848,-15542,0,1.934509,0.078125
1849,-15541,0,1.896057,0.056763
1850,-15540,0,1.947632,0.050659
1851,-15539,0,1.851196,0.035706
1852,-15538,0,2.018433,0.068970
1853,-15537,0,1.834106,0.049438
1854,-15536,0,1.877747,0.050354
1855,-15535,0,1.909180,0.033264
1856,-15534,0,1.884460,0.056763
1857,-15533,0,1.888733,0.048218
1858,-15532,0,1.862793,0.055847
1859,-15531,0,1.927490,0.049744
1860,-15530,0,1.849060,0.040894
1861,-15529,0,1.931152,0.034790
1862,-15528,0,1.946411,0.054016
1863,-15527,0,1.997681,0.060425
1864,-15526,0,1.927795,0.054321
1865,-15525,0,1.915894,0.061340
1866,-15524,0,1.914063,0.041199
1867,-15523,0,1.869202,0.037842
1868,-15522,0,1.937561,0.058289
1869,-15521,0,1.878662,0.043335
1870,-15520,0,1.966553,0.052185
1871,-15519,0,1.947327,0.077515
1872,-15518,0,1.954651,0.055847
1873,-15517,0,1.934509,0.049744
1874,-15516,0,1.896667,0.031128
1875,-15515,0,1.988831,0.042419
1876,-15514,0,1.947937,0.021973
1877,-15513,0,1.943665,0.057373
1878,-15512,0,1.882935,0.028687
1879,-15511,0,1.997986,0.065002
1880,-15510,0,1.982117,0.051880
1881,-15509,0,2.000732,0.055847
1882,-15508,0,2.038269,0.061340
1883,-15507,0,1.934204,0.025635
1884,-15506,0,1.953125,0.073242
1885,-15505,0,1.902161,0.046082
1886,-15504,0,1.939697,0.063477
1887,-15503,0,1.943970,0.070496
1888,-15502,0,1.962891,0.057068
1889,-15501,0,1.885376,0.043030
1890,-15500,0,1.997375,0.057373
1891,-15499,0,1.959229,0.058289
1892,-15498,0,1.967163,0.060425
1893,-15497,0,1.887512,0.043030
1894,-15496,0,1.968689,0.025024
1895,-15495,0,2.004089,0.050659
1896,-15494,0,1.997070,0.060120
1897,-15493,0,1.972046,0.043640
1898,-15492,0,1.953735,0.051575
1899,-15491,0,1.944885,0.026855
1900,-15490,0,2.035217,0.061340
1901,-15489,0,2.055054,0.054016
1902,-15488,0,1.999512,0.056763
1903,-15487,0,1.935120,0.042419
1904,-15486,0,1.960144,0.071106
1905,-15485,0,1.960449,0.051575
1906,-15484,0,1.991272,0.041199
1907,-15483,0,1.969299,0.046692
1908,-15482,0,1.999817,0.054321
1909,-15481,0,1.974182,0.050659
1910,-15480,0,1.985168,0.041504
1911,-15479,0,1.951294,0.020142
1912,-15478,0,2.000122,0.052490
1913,-15477,0,2.007751,0.051880
1914,-15476,0,2.026978,0.044250
1915,-15475,0,1.981506,0.054321
1916,-15474,0,1.915894,0.038147
1917,-15473,0,1.963196,0.053406
1918,-15472,0,1.955566,0.051880
1919,-15471,0,2.012024,0.046082
1920,-15470,0,1.975403,0.041504
1921,-15469,0,1.985168,0.065613
1922,-15468,0,2.046509,0.067444
1923,-15467,0,1.968079,0.057373
1924,-15466,0,2.066650,0.047913
1925,-15465,0,1.997375,0.041504
1926,-15464,0,2.050781,0.056458
1927,-15463,0,1.984253,0.054321
1928,-15462,0,2.056580,0.068970
1929,-15461,0,1.987915,0.048218
1930,-15460,0,2.039490,0.055542
1931,-15459,0,2.035522,0.027771
1932,-15458,0,2.020569,0.049744
1933,-15457,0,1.965027,0.048828
1934,-15456,0,1.996460,0.034790
1935,-15455,0,2.033997,0.055542
1936,-15454,0,2.017822,0.038452
1937,-15453,0,2.051392,0.065613
1938,-15452,0,2.024231,0.050659
1939,-15451,0,2.039185,0.067139
1940,-15450,0,2.057190,0.054321
1941,-15449,0,2.005615,0.039063
1942,-15448,0,2.037659,0.050964
1943,-15447,0,2.065735,0.072937
1944,-15446,0,2.081604,0.060120
1945,-15445,0,2.064514,0.066833
1946,-15444,0,2.056885,0.062866
1947,-15443,0,2.022095,0.041809
1948,-15442,0,2.063599,0.055542
1949,-15441,0,2.042236,0.053406
1950,-15440,0,2.022400,0.037537
1951,-15439,0,1.985779,0.041809
1952,-15438,0,2.085571,0.042419
1953,-15437,0,2.025757,0.041504
1954,-15436,0,2.099609,0.048828
1955,-15435,0,2.058105,0.050354
1956,-15434,0,2.055054,0.054932
1957,-15433,0,2.067871,0.054016
1958,-15432,0,2.083130,0.080566
1959,-15431,0,1.994324,0.047607
1960,-15430,0,2.017822,0.030212
1961,-15429,0,2.102966,0.045776
1962,-15428,0,2.048950,0.059204
1963,-15427,0,2.083435,0.054932
1964,-15426,0,1.996460,0.046387
1965,-15425,0,2.116089,0.052490
1966,-15424,0,2.001648,0.038452
1967,-15423,0,2.070313,0.072937
1968,-15422,0,2.022400,0.054932
1969,-15421,0,2.073059,0.046387
1970,-15420,0,2.019958,0.043945
1971,-15419,0,2.125244,0.050659
1972,-15418,0,2.065735,0.052185
1973,-15417,0,2.129211,0.039368
1974,-15416,0,2.186279,0.062866
1975,-15415,0,2.116394,0.067444
1976,-15414,0,2.077026,0.047913
1977,-15413,0,2.088928,0.056458
1978,-15412,0,2.063293,0.056458
1979,-15411,0,2.175598,0.065002
1980,-15410,0,2.092590,0.037231
1981,-15409,0,2.018433,0.053406
1982,-15408,0,2.135925,0.070496
1983,-15407,0,2.067261,0.052185
1984,-15406,0,2.067871,0.048523
1985,-15405,0,2.086182,0.051880
1986,-15404,0,2.087402,0.052490
1987,-15403,0,2.106934,0.044250
1988,-15402,0,2.103271,0.045471
1989,-15401,0,2.089844,0.065613
1990,-15400,0,2.075806,0.052490
1991,-15399,0,2.149048,0.054626
1992,-15398,0,2.079773,0.051270
1993,-15397,0,2.085876,0.061646
1994,-15396,0,2.091064,0.058594
1995,-15395,0,2.114868,0.070496
1996,-15394,0,2.116089,0.043335
1997,-15393,0,2.064209,0.051270
1998,-15392,0,2.126465,0.067749
1999,-15391,0,2.137451,0.042419
2000,-15390,0,2.100830,0.046387
2001,-15389,0,2.132263,0.068359
2002,-15388,0,2.088013,0.056152
2003,-15387,0,2.064819,0.049744
2004,-15386,0,2.159119,0.061951
2005,-15385,0,2.125854,0.039978
2006,-15384,0,2.141113,0.072021
2007,-15383,0,2.118835,0.054932
2008,-15382,0,2.127380,0.053711
2009,-15381,0,2.086792,0.047302
2010,-15380,0,2.122192,0.045166
2011,-15379,0,2.132263,0.040283
2012,-15378,0,2.166443,0.057678
2013,-15377,0,2.131042,0.049133
2014,-15376,0,2.043762,0.053101
2015,-15375,0,2.124939,0.051880
2016,-15374,0,2.106323,0.056152
2017,-15373,0,2.099304,0.042725
2018,-15372,0,2.152100,0.053406
2019,-15371,0,2.171631,0.063782
2020,-15370,0,2.191162,0.061646
2021,-15369,0,2.173462,0.068054
2022,-15368,0,2.133789,0.050964
2023,-15367,0,2.147522,0.060425
2024,-15366,0,2.131042,0.040588
2025,-15365,0,2.134705,0.058289
2026,-15364,0,2.143555,0.065002
2027,-15363,0,2.177734,0.057373
2028,-15362,0,2.150879,0.078735
2029,-15361,0,2.176514,0.079041
2030,-15360,0,2.229614,0.069275
2031,-15359,0,2.170410,0.057373
2032,-15358,0,2.114258,0.053711
2033,-15357,0,2.163391,0.062256
2034,-15356,0,2.165527,0.050049
2035,-15355,0,2.154236,0.054626
2036,-15354,0,2.273254,0.065918
2037,-15353,0,2.157898,0.054321
2038,-15352,0,2.123413,0.051880
2039,-15351,0,2.169800,0.043030
2040,-15350,0,2.176514,0.021973
2041,-15349,0,2.164612,0.054321
2042,-15348,0,2.137451,0.057373
2043,-15347,0,2.195435,0.058899
2044,-15346,0,2.103271,0.044861
2045,-15345,0,2.157898,0.053406
2046,-15344,0,2.196045,0.043335
2047,-15343,0,2.198181,0.057373
2048,-15342,0,2.202759,0.045776
2049,-15341,0,2.150879,0.050049
2050,-15340,0,2.187195,0.057068
2051,-15339,0,2.088928,0.042725
2052,-15338,0,2.244568,0.057983
2053,-15337,0,2.146912,0.060730
2054,-15336,0,2.257080,0.047913
2055,-15335,0,2.178345,0.054321
2056,-15334,0,2.195740,0.060730
2057,-15333,0,2.164917,0.049438
2058,-15332,0,2.247925,0.061340
2059,-15331,0,2.283020,0.065918
2060,-15330,0,2.210693,0.053711
2061,-15329,0,2.196045,0.046692
2062,-15328,0,2.219238,0.061035
2063,-15327,0,2.238770,0.064087
2064,-15326,0,2.281494,0.070496
2065,-15325,0,2.234802,0.060730
2066,-15324,0,2.236633,0.061340
2067,-15323,0,2.197876,0.054626
2068,-15322,0,2.272339,0.063477
2069,-15321,0,2.253723,0.086060
2070,-15320,0,2.173767,0.047607
2071,-15319,0,2.224731,0.064392
2072,-15318,0,2.217712,0.057373
2073,-15317,0,2.108154,0.047302
2074,-15316,0,2.230225,0.043335
2075,-15315,0,2.169189,0.049744
2076,-15314,0,2.221985,0.063782
2077,-15313,0,2.166748,0.053711
2078,-15312,0,2.243347,0.062866
2079,-15311,0,2.296753,0.058289
2080,-15310,0,2.230530,0.047607
2081,-15309,0,2.175293,0.056763
2082,-15308,0,2.212219,0.054932
2083,-15307,0,2.214661,0.062256
2084,-15306,0,2.214966,0.064697
2085,-15305,0,2.286377,0.075684
2086,-15304,0,2.252808,0.064697
2087,-15303,0,2.233887,0.054321
2088,-15302,0,2.216492,0.071411
2089,-15301,0,2.234192,0.052185
2090,-15300,0,2.278442,0.063171
2091,-15299,0,2.165527,0.058594
2092,-15298,0,2.262878,0.065308
2093,-15297,0,2.222900,0.062866
2094,-15296,0,2.256775,0.072021
2095,-15295,0,2.229919,0.061035
2096,-15294,0,2.214966,0.075073
2097,-15293,0,2.281494,0.062561
2098,-15292,0,2.322693,0.068359
2099,-15291,0,2.228394,0.057983
2100,-15290,0,2.261047,0.047607
2101,-15289,0,2.315674,0.060730
2102,-15288,0,2.304993,0.066833
2103,-15287,0,2.260437,0.042725
2104,-15286,0,2.262878,0.062561
2105,-15285,0,2.301025,0.050354
2106,-15284,0,2.311401,0.061951
2107,-15283,0,2.289429,0.062561
2108,-15282,0,2.270813,0.050659
2109,-15281,0,2.300720,0.066528
2110,-15280,0,2.306519,0.057678
2111,-15279,0,2.292480,0.066223
2112,-15278,0,2.288818,0.068970
2113,-15277,0,2.289734,0.062866
2114,-15276,0,2.310791,0.072937
2115,-15275,0,2.258606,0.036926
2116,-15274,0,2.284851,0.068054
2117,-15273,0,2.325439,0.066528
2118,-15272,0,2.267456,0.082092
2119,-15271,0,2.315063,0.066223
2120,-15270,0,2.290039,0.054626
2121,-15269,0,2.276611,0.054626
2122,-15268,0,2.373962,0.068359
2123,-15267,0,2.272339,0.065002
2124,-15266,0,2.252808,0.079956
2125,-15265,0,2.319336,0.069885
2126,-15264,0,2.244568,0.065918
2127,-15263,0,2.309875,0.069275
2128,-15262,0,2.303467,0.086060
2129,-15261,0,2.181091,0.054626
2130,-15260,0,2.369385,0.065918
2131,-15259,0,2.326660,0.066528
2132,-15258,0,2.327271,0.063782
2133,-15257,0,2.294922,0.058899
2134,-15256,0,2.261353,0.056458
2135,-15255,0,2.247925,0.055542
2136,-15254,0,2.277527,0.056458
2137,-15253,0,2.307434,0.072632
2138,-15252,0,2.305908,0.037842
2139,-15251,0,2.323608,0.035095
2140,-15250,0,2.280579,0.045166
2141,-15249,0,2.290649,0.053406
2142,-15248,0,2.318115,0.031738
2143,-15247,0,2.326660,0.036011
2144,-15246,0,2.343750,0.036011
2145,-15245,0,2.343445,0.066528
2146,-15244,0,2.323608,0.049133
2147,-15243,0,2.250366,0.054016
2148,-15242,0,2.362976,0.071106
2149,-15241,0,2.236023,0.057068
2150,-15240,0,2.270508,0.043030
2151,-15239,0,2.345886,0.067444
2152,-15238,0,2.355957,0.073547
2153,-15237,0,2.294312,0.035400
2154,-15236,0,2.368774,0.067444
2155,-15235,0,2.398071,0.064087
2156,-15234,0,2.362061,0.065308
2157,-15233,0,2.328491,0.060425
2158,-15232,0,2.320862,0.018921
2159,-15231,0,2.352295,0.075684
2160,-15230,0,2.355652,0.092773
2161,-15229,0,2.292786,0.057373
2162,-15228,0,2.386780,0.065002
2163,-15227,0,2.351685,0.064087
2164,-15226,0,2.401428,0.067139
2165,-15225,0,2.347717,0.071716
2166,-15224,0,2.322998,0.064087
2167,-15223,0,2.331848,0.067444
2168,-15222,0,2.331848,0.062256
2169,-15221,0,2.411499,0.062866
2170,-15220,0,2.351379,0.051880
2171,-15219,0,2.364197,0.064392
2172,-15218,0,2.376099,0.100708
2173,-15217,0,2.307434,0.056763
2174,-15216,0,2.400208,0.068359
2175,-15215,0,2.327881,0.057983
2176,-15214,0,2.453003,0.065918
2177,-15213,0,2.360229,0.066528
2178,-15212,0,2.372437,0.093384
2179,-15211,0,2.345581,0.066528
2180,-15210,0,2.390137,0.044556
2181,-15209,0,2.383728,0.073547
2182,-15208,0,2.372742,0.058899
2183,-15207,0,2.366028,0.054321
2184,-15206,0,2.364807,0.046997
2185,-15205,0,2.416382,0.068970
2186,-15204,0,2.368469,0.028687
2187,-15203,0,2.346802,0.059204
2188,-15202,0,2.388306,0.062256
2189,-15201,0,2.331543,0.057373
2190,-15200,0,2.380371,0.077209
2191,-15199,0,2.381897,0.082092
2192,-15198,0,2.309875,0.060730
2193,-15197,0,2.391357,0.086670
2194,-15196,0,2.298584,0.055237
2195,-15195,0,2.366028,0.071106
2196,-15194,0,2.386475,0.067749
2197,-15193,0,2.393188,0.057373
2198,-15192,0,2.398071,0.066528
2199,-15191,0,2.415771,0.079651
2200,-15190,0,2.377930,0.073853
2201,-15189,0,2.412109,0.079956
2202,-15188,0,2.382813,0.052185
2203,-15187,0,2.345581,0.048828
2204,-15186,0,2.375183,0.046997
2205,-15185,0,2.506409,0.077515
2206,-15184,0,2.440186,0.064697
2207,-15183,0,2.423096,0.089111
2208,-15182,0,2.387695,0.059814
2209,-15181,0,2.325134,0.055847
2210,-15180,0,2.480469,0.064697
2211,-15179,0,2.434082,0.067139
2212,-15178,0,2.386780,0.053711
2213,-15177,0,2.317810,0.058594
2214,-15176,0,2.391968,0.064087
2215,-15175,0,2.423401,0.056152
2216,-15174,0,2.399292,0.044250
2217,-15173,0,2.417603,0.077209
2218,-15172,0,2.469177,0.054932
2219,-15171,0,2.402649,0.053711
2220,-15170,0,2.477417,0.065918
2221,-15169,0,2.427979,0.055847
2222,-15168,0,2.521973,0.073547
2223,-15167,0,2.420349,0.067749
2224,-15166,0,2.441101,0.070801
2225,-15165,0,2.505493,0.061951
2226,-15164,0,2.434692,0.051575
2227,-15163,0,2.404480,0.092773
2228,-15162,0,2.378235,0.070190
2229,-15161,0,2.445984,0.069885
2230,-15160,0,2.369080,0.056152
2231,-15159,0,2.414246,0.061035
2232,-15158,0,2.432556,0.065002
2233,-15157,0,2.433167,0.057373
2234,-15156,0,2.441406,0.079041
2235,-15155,0,2.502747,0.068970
2236,-15154,0,2.434082,0.060730
2237,-15153,0,2.388611,0.068359
2238,-15152,0,2.495728,0.070801
2239,-15151,0,2.445984,0.072937
2240,-15150,0,2.455139,0.047607
2241,-15149,0,2.465515,0.067444
2242,-15148,0,2.473755,0.071411
2243,-15147,0,2.427979,0.048523
2244,-15146,0,2.489014,0.079041
2245,-15145,0,2.434692,0.077515
2246,-15144,0,2.438049,0.067444
2247,-15143,0,2.431946,0.061035
2248,-15142,0,2.487183,0.059814
2249,-15141,0,2.469482,0.061035
2250,-15140,0,2.505493,0.054932
2251,-15139,0,2.503052,0.076294
2252,-15138,0,2.446289,0.073853
2253,-15137,0,2.506104,0.084229
2254,-15136,0,2.521973,0.073547
2255,-15135,0,2.545166,0.067749
2256,-15134,0,2.400513,0.061035
2257,-15133,0,2.460327,0.035706
2258,-15132,0,2.483826,0.066528
2259,-15131,0,2.542419,0.084229
2260,-15130,0,2.462158,0.058899
2261,-15129,0,2.456360,0.047607
2262,-15128,0,2.431946,0.076599
2263,-15127,0,2.494202,0.055237
2264,-15126,0,2.492676,0.068665
2265,-15125,0,2.510986,0.070496
2266,-15124,0,2.442932,0.064697
2267,-15123,0,2.525940,0.071411
2268,-15122,0,2.533264,0.061340
2269,-15121,0,2.447205,0.061340
2270,-15120,0,2.540588,0.068359
2271,-15119,0,2.463379,0.054321
2272,-15118,0,2.479248,0.055542
2273,-15117,0,2.519836,0.068054
2274,-15116,0,2.506104,0.073853
2275,-15115,0,2.463684,0.046692
2276,-15114,0,2.471008,0.061340
2277,-15113,0,2.485046,0.064392
2278,-15112,0,2.461548,0.055542
2279,-15111,0,2.543640,0.078735
2280,-15110,0,2.492371,0.072937
2281,-15109,0,2.517090,0.078125
2282,-15108,0,2.511292,0.065002
2283,-15107,0,2.522583,0.088196
2284,-15106,0,2.505188,0.068054
2285,-15105,0,2.523499,0.067444
2286,-15104,0,2.507935,0.078430
2287,-15103,0,2.572632,0.072021
2288,-15102,0,2.537842,0.067139
2289,-15101,0,2.539673,0.075989
2290,-15100,0,2.519836,0.065308
2291,-15099,0,2.474365,0.047302
2292,-15098,0,2.451477,0.053711
2293,-15097,0,2.542419,0.073242
2294,-15096,0,2.471924,0.061646
2295,-15095,0,2.511902,0.061646
2296,-15094,0,2.544250,0.067139
2297,-15093,0,2.453918,0.047607
2298,-15092,0,2.521973,0.065308
2299,-15091,0,2.556458,0.091858
2300,-15090,0,2.495728,0.070190
2301,-15089,0,2.516785,0.054932
2302,-15088,0,2.490845,0.053101
2303,-15087,0,2.513428,0.056458
2304,-15086,0,2.582703,0.079346
2305,-15085,0,2.485657,0.043945
2306,-15084,0,2.566528,0.087585
2307,-15083,0,2.619019,0.076599
