,time,strain,stress,true_strain,true_stress,ML,start file num,제일 처음값,,ml더한값,true_stress
951,94.51601,0.4725825,597.7,0.387017662,880.1625603,20.09936684,110,,,71.49806684,880.1625603
952,94.61601,0.4730785,597.1716667,0.387354429,879.680743,20.23280355,110,,,71.63150355,879.680743
953,94.716,0.473579,596.7238889,0.387694136,879.3197915,20.3002972,110,,,71.6989972,879.3197915
954,94.816,0.47408,596.2611111,0.388034066,878.9365787,20.3680062,110,,,71.7667062,878.9365787
955,94.91601,0.4745755,595.7066667,0.388370152,878.4144559,20.46241978,110,,,71.86111978,878.4144559
956,95.01601,0.475079,595.1755556,0.388711548,877.9309633,20.49347461,110,,,71.89217461,877.9309633
957,95.11601,0.4755775,594.595,0.389049439,877.3710036,20.57910152,110,,,71.97780152,877.3710036
958,95.216,0.4760755,593.9577778,0.389386877,876.7265238,20.61778007,110,,,72.01648007,876.7265238
959,95.316,0.4765765,593.3916667,0.389726233,876.1881903,20.64913641,110,,,72.04783641,876.1881903
960,95.41601,0.4770745,592.8122222,0.390063442,875.6278167,20.68514451,110,,,72.08384451,875.6278167
961,95.51601,0.4775755,592.2161111,0.390402569,875.0440165,20.75819443,110,,,72.15689443,875.0440165
962,95.61601,0.478079,591.6027778,0.390743272,874.4356422,20.80893311,110,,,72.20763311,874.4356422
963,95.716,0.4785745,590.8588889,0.391078448,873.6288862,20.85850885,110,,,72.25720885,873.6288862
964,95.816,0.479073,590.155,0.39141554,872.8823263,20.92781152,110,,,72.32651152,872.8823263
965,95.91601,0.4795765,589.4883333,0.391755898,872.193085,21.00111987,110,,,72.39981987,872.193085
966,96.01601,0.4800775,588.7716667,0.392094451,871.4276965,21.07304992,110,,,72.47174992,871.4276965
967,96.11601,0.480581,588.0527778,0.392434578,870.6597698,21.10763665,110,,,72.50633665,870.6597698
968,96.216,0.481079,587.1933333,0.392770876,869.6797149,21.19179911,110,,,72.59049911,869.6797149
969,96.316,0.4815775,586.3905556,0.393107399,868.7830533,21.19524486,110,,,72.59394486,868.7830533
970,96.41601,0.482081,585.735,0.393447181,868.1067145,21.23090839,110,,,72.62960839,868.1067145
971,96.51601,0.482582,584.8477778,0.393785162,867.0847881,21.25089374,110,,,72.64959374,867.0847881
972,96.61601,0.4830825,583.9166667,0.394122692,865.9965898,21.32691562,110,,,72.72561562,865.9965898
973,96.716,0.483581,583.0033333,0.39445876,864.9326683,21.33492699,110,,,72.73362699,864.9326683
974,96.816,0.484079,582.13,0.394794378,863.9269083,21.40035319,110,,,72.79905319,863.9269083
975,96.91601,0.4845825,581.2888889,0.395133588,862.9713119,21.38984365,110,,,72.78854365,862.9713119
976,97.01601,0.485081,580.2916667,0.395469316,861.7801286,21.45087651,110,,,72.84957651,861.7801286
977,97.11601,0.485579,579.2583333,0.395804595,860.5340156,-42.09609338,110,,,9.30260662,860.5340156
978,97.216,0.48608,578.2777778,0.396141781,859.36704,-42.20041349,110,,,9.19828651,859.36704
979,97.316,0.4865755,577.1977778,0.396475153,858.0480751,-42.09949606,110,,,9.299203941,858.0480751
980,97.41601,0.4870765,576.1416667,0.396812112,856.7667332,-41.96127837,110,,,9.437421626,856.7667332
981,97.51601,0.4875775,575.0005556,0.397148958,855.3578889,-41.78916311,110,,,9.609536887,855.3578889
982,97.61601,0.4880755,573.6855556,0.397483674,853.6874199,-41.87728819,110,,,9.521411806,853.6874199
