teta  eps_rr  eps_tt  eps_rt  
104.301237    0.07180638  -0.04692338  0.06452995
104.404369    0.07170110  -0.04693889  0.06406786
104.507502    0.07159549  -0.04695324  0.06360821
104.610634    0.07148957  -0.04696643  0.06315097
104.713767    0.07138333  -0.04697848  0.06269613
104.816899    0.07127678  -0.04698940  0.06224368
104.920031    0.07116991  -0.04699919  0.06179358
105.023164    0.07106272  -0.04700786  0.06134584
105.126296    0.07095522  -0.04701543  0.06090044
105.229429    0.07084740  -0.04702189  0.06045735
105.332561    0.07073927  -0.04702727  0.06001657
105.435693    0.07063083  -0.04703156  0.05957809
105.538826    0.07052208  -0.04703478  0.05914187
105.641958    0.07041301  -0.04703693  0.05870792
105.745091    0.07030364  -0.04703802  0.05827622
105.848223    0.07019396  -0.04703807  0.05784675
105.951355    0.07008397  -0.04703707  0.05741950
106.054488    0.06997367  -0.04703503  0.05699445
106.157620    0.06986306  -0.04703197  0.05657159
106.260753    0.06975215  -0.04702790  0.05615091
106.363885    0.06964093  -0.04702281  0.05573239
106.467017    0.06952941  -0.04701671  0.05531602
106.570150    0.06941759  -0.04700962  0.05490178
106.673282    0.06930546  -0.04700155  0.05448967
106.776415    0.06919303  -0.04699249  0.05407967
106.879547    0.06908030  -0.04698245  0.05367176
106.982680    0.06896727  -0.04697145  0.05326594
107.085812    0.06885394  -0.04695949  0.05286219
107.188944    0.06874031  -0.04694658  0.05246050
107.292077    0.06862638  -0.04693272  0.05206085
107.395209    0.06851215  -0.04691792  0.05166323
107.498342    0.06839763  -0.04690219  0.05126764
107.601474    0.06828281  -0.04688554  0.05087405
107.704606    0.06816769  -0.04686796  0.05048246
107.807739    0.06805228  -0.04684948  0.05009285
107.910871    0.06793658  -0.04683009  0.04970522
108.014004    0.06782058  -0.04680980  0.04931954
108.117136    0.06770429  -0.04678861  0.04893582
108.220268    0.06758771  -0.04676655  0.04855403
108.323401    0.06747084  -0.04674360  0.04817416
108.426533    0.06735368  -0.04671978  0.04779622
108.529666    0.06723623  -0.04669509  0.04742017
108.632798    0.06711849  -0.04666954  0.04704602
108.735930    0.06700046  -0.04664314  0.04667375
108.839063    0.06688214  -0.04661588  0.04630335
108.942195    0.06676354  -0.04658779  0.04593481
109.045328    0.06664466  -0.04655886  0.04556811
109.148460    0.06652549  -0.04652909  0.04520326
109.251592    0.06640603  -0.04649850  0.04484023
109.354725    0.06628629  -0.04646710  0.04447902
109.457857    0.06616627  -0.04643487  0.04411962
109.560990    0.06604596  -0.04640184  0.04376201
109.664122    0.06592538  -0.04636801  0.04340620
109.767254    0.06580451  -0.04633338  0.04305215
109.870387    0.06568337  -0.04629796  0.04269988
109.973519    0.06556194  -0.04626175  0.04234936
110.076652    0.06544024  -0.04622476  0.04200059
110.179784    0.06531826  -0.04618700  0.04165356
110.282916    0.06519600  -0.04614847  0.04130825
110.386049    0.06507347  -0.04610917  0.04096467
110.489181    0.06495066  -0.04606911  0.04062279
110.592314    0.06482758  -0.04602830  0.04028261
110.695446    0.06470422  -0.04598674  0.03994413
110.798578    0.06458059  -0.04594443  0.03960733
110.901711    0.06445669  -0.04590139  0.03927220
111.004843    0.06433251  -0.04585761  0.03893873
111.107976    0.06420807  -0.04581310  0.03860692
111.211108    0.06408335  -0.04576787  0.03827675
111.314240    0.06395836  -0.04572192  0.03794823
111.417373    0.06383311  -0.04567525  0.03762133
111.520505    0.06370758  -0.04562787  0.03729606
111.623638    0.06358179  -0.04557979  0.03697239
111.726770    0.06345573  -0.04553101  0.03665033
111.829902    0.06332941  -0.04548153  0.03632987
111.933035    0.06320282  -0.04543136  0.03601100
112.036167    0.06307597  -0.04538050  0.03569370
112.139300    0.06294885  -0.04532896  0.03537798
112.242432    0.06282147  -0.04527675  0.03506382
112.345564    0.06269383  -0.04522386  0.03475121
112.448697    0.06256592  -0.04517030  0.03444016
112.551829    0.06243775  -0.04511608  0.03413065
112.654962    0.06230933  -0.04506119  0.03382266
112.758094    0.06218064  -0.04500565  0.03351621
112.861226    0.06205169  -0.04494946  0.03321127
112.964359    0.06192249  -0.04489262  0.03290784
113.067491    0.06179303  -0.04483514  0.03260592
113.170624    0.06166331  -0.04477702  0.03230549
113.273756    0.06153334  -0.04471827  0.03200656
113.376889    0.06140311  -0.04465888  0.03170910
113.480021    0.06127262  -0.04459887  0.03141312
113.583153    0.06114188  -0.04453823  0.03111861
113.686286    0.06101089  -0.04447698  0.03082556
113.789418    0.06087964  -0.04441511  0.03053396
113.892551    0.06074815  -0.04435263  0.03024381
113.995683    0.06061640  -0.04428954  0.02995510
114.098815    0.06048440  -0.04422585  0.02966782
114.201948    0.06035215  -0.04416156  0.02938198
114.305080    0.06021965  -0.04409668  0.02909755
114.408213    0.06008691  -0.04403120  0.02881454
114.511345    0.05995392  -0.04396514  0.02853294
114.614477    0.05982067  -0.04389849  0.02825274
114.717610    0.05968719  -0.04383126  0.02797394
114.820742    0.05955345  -0.04376345  0.02769652
114.923875    0.05941948  -0.04369507  0.02742049
115.027007    0.05928525  -0.04362612  0.02714584
115.130139    0.05915079  -0.04355661  0.02687256
115.233272    0.05901608  -0.04348653  0.02660064
115.336404    0.05888113  -0.04341590  0.02633009
115.439537    0.05874594  -0.04334471  0.02606089
115.542669    0.05861051  -0.04327296  0.02579303
115.645801    0.05847483  -0.04320067  0.02552653
115.748934    0.05833892  -0.04312783  0.02526135
115.852066    0.05820277  -0.04305445  0.02499751
115.955199    0.05806638  -0.04298054  0.02473500
116.058331    0.05792975  -0.04290609  0.02447380
116.161463    0.05779289  -0.04283110  0.02421392
116.264596    0.05765579  -0.04275559  0.02395536
116.367728    0.05751846  -0.04267955  0.02369809
116.470861    0.05738089  -0.04260299  0.02344213
116.573993    0.05724309  -0.04252592  0.02318746
116.677125    0.05710505  -0.04244832  0.02293407
116.780258    0.05696678  -0.04237022  0.02268198
116.883390    0.05682828  -0.04229160  0.02243116
116.986523    0.05668955  -0.04221248  0.02218161
117.089655    0.05655059  -0.04213286  0.02193334
117.192787    0.05641140  -0.04205274  0.02168633
117.295920    0.05627198  -0.04197212  0.02144057
117.399052    0.05613233  -0.04189101  0.02119608
117.502185    0.05599246  -0.04180941  0.02095283
117.834500    0.05560273  -0.04158018  0.02028366
118.350162    0.05489684  -0.04115831  0.01910307
118.865824    0.05418542  -0.04072481  0.01795274
119.381486    0.05346855  -0.04028005  0.01683217
119.897148    0.05274631  -0.03982437  0.01574085
120.412810    0.05201879  -0.03935809  0.01467832
120.928472    0.05128608  -0.03888154  0.01364415
121.444134    0.05054826  -0.03839503  0.01263792
121.959796    0.04980541  -0.03789887  0.01165923
122.475458    0.04905764  -0.03739334  0.01070771
122.991120    0.04830501  -0.03687875  0.00978302
123.506782    0.04754762  -0.03635537  0.00888484
124.022444    0.04678556  -0.03582348  0.00801285
124.538106    0.04601890  -0.03528334  0.00716678
125.053768    0.04524775  -0.03473523  0.00634634
125.569430    0.04447218  -0.03417940  0.00555131
126.085092    0.04369228  -0.03361610  0.00478144
126.600754    0.04290813  -0.03304558  0.00403653
127.116416    0.04211984  -0.03246810  0.00331638
127.632078    0.04132747  -0.03188389  0.00262082
128.147740    0.04053113  -0.03129318  0.00194968
128.663402    0.03973089  -0.03069622  0.00130283
129.179064    0.03892685  -0.03009323  0.00068012
129.694727    0.03811910  -0.02948445  0.00008146
130.210389    0.03730771  -0.02887009  -0.00049326
130.726051    0.03649279  -0.02825039  -0.00104411
131.241713    0.03567442  -0.02762557  -0.00157116
131.757375    0.03485269  -0.02699584  -0.00207446
132.273037    0.03402768  -0.02636143  -0.00255403
132.788699    0.03319950  -0.02572254  -0.00300991
133.304361    0.03236822  -0.02507941  -0.00344209
133.820023    0.03153394  -0.02443224  -0.00385055
134.335685    0.03069674  -0.02378125  -0.00423526
134.851347    0.02985673  -0.02312666  -0.00459618
135.367009    0.02901398  -0.02246868  -0.00493325
135.882671    0.02816859  -0.02180752  -0.00524637
136.398333    0.02732066  -0.02114340  -0.00553545
136.913995    0.02647027  -0.02047653  -0.00580038
137.337983    0.02569340  -0.01986673  -0.00602060
137.441116    0.02552262  -0.01973261  -0.00606623
137.544248    0.02535174  -0.01959840  -0.00611089
137.647381    0.02518077  -0.01946409  -0.00615456
137.750513    0.02500972  -0.01932970  -0.00619725
137.853646    0.02483857  -0.01919522  -0.00623896
137.956778    0.02466734  -0.01906066  -0.00627968
138.059910    0.02449602  -0.01892601  -0.00631941
138.163043    0.02432462  -0.01879129  -0.00635816
138.266175    0.02415313  -0.01865648  -0.00639592
138.369308    0.02398156  -0.01852160  -0.00643269
138.472440    0.02380990  -0.01838664  -0.00646847
138.575572    0.02363816  -0.01825160  -0.00650325
138.678705    0.02346633  -0.01811649  -0.00653704
138.781837    0.02329443  -0.01798132  -0.00656983
138.884970    0.02312244  -0.01784607  -0.00660161
138.988102    0.02295038  -0.01771076  -0.00663240
139.091234    0.02277823  -0.01757538  -0.00666219
139.194367    0.02260601  -0.01743994  -0.00669097
139.297499    0.02243371  -0.01730444  -0.00671874
139.400632    0.02226133  -0.01716887  -0.00674550
139.503764    0.02208888  -0.01703325  -0.00677125
139.606896    0.02191635  -0.01689757  -0.00679599
139.710029    0.02174374  -0.01676184  -0.00681971
139.813161    0.02157106  -0.01662606  -0.00684241
139.916294    0.02139831  -0.01649022  -0.00686410
140.019426    0.02122549  -0.01635433  -0.00688476
140.122558    0.02105259  -0.01621840  -0.00690440
140.225691    0.02087962  -0.01608242  -0.00692301
140.328823    0.02070659  -0.01594640  -0.00694059
140.431956    0.02053348  -0.01581034  -0.00695714
140.535088    0.02036030  -0.01567423  -0.00697265
140.638220    0.02018706  -0.01553809  -0.00698713
140.741353    0.02001375  -0.01540191  -0.00700057
140.844485    0.01984037  -0.01526569  -0.00701297
140.947618    0.01966693  -0.01512945  -0.00702432
141.050750    0.01949342  -0.01499317  -0.00703463
141.153882    0.01931985  -0.01485686  -0.00704388
141.257015    0.01914621  -0.01472052  -0.00705208
141.360147    0.01897251  -0.01458416  -0.00705922
141.463280    0.01879875  -0.01444778  -0.00706531
141.566412    0.01862493  -0.01431137  -0.00707033
141.669544    0.01845105  -0.01417494  -0.00707429
141.772677    0.01827711  -0.01403850  -0.00707718
141.875809    0.01810311  -0.01390203  -0.00707900
141.978942    0.01792905  -0.01376556  -0.00707974
142.082074    0.01775494  -0.01362907  -0.00707941
142.185206    0.01758077  -0.01349257  -0.00707799
142.288339    0.01740654  -0.01335606  -0.00707549
142.391471    0.01723226  -0.01321954  -0.00707190
142.494604    0.01705792  -0.01308302  -0.00706721
142.597736    0.01688353  -0.01294649  -0.00706143
142.700868    0.01670909  -0.01280996  -0.00705456
142.804001    0.01653459  -0.01267343  -0.00704657
142.907133    0.01636005  -0.01253691  -0.00703749
143.010266    0.01618545  -0.01240039  -0.00702728
143.113398    0.01601081  -0.01226387  -0.00701597
143.216530    0.01583612  -0.01212736  -0.00700353
143.319663    0.01566137  -0.01199087  -0.00698998
143.422795    0.01548659  -0.01185438  -0.00697529
143.525928    0.01531175  -0.01171790  -0.00695947
143.629060    0.01513687  -0.01158145  -0.00694251
143.732192    0.01496194  -0.01144501  -0.00692442
143.835325    0.01478698  -0.01130858  -0.00690518
143.938457    0.01461196  -0.01117218  -0.00688478
144.041590    0.01443691  -0.01103580  -0.00686323
144.144722    0.01426181  -0.01089945  -0.00684052
144.247855    0.01408667  -0.01076312  -0.00681665
144.350987    0.01391150  -0.01062682  -0.00679161
144.454119    0.01373628  -0.01049056  -0.00676539
144.557252    0.01356102  -0.01035432  -0.00673798
144.660384    0.01338573  -0.01021812  -0.00670940
144.763517    0.01321040  -0.01008195  -0.00667962
144.866649    0.01303504  -0.00994582  -0.00664864
144.969781    0.01285963  -0.00980974  -0.00661646
145.072914    0.01268420  -0.00967369  -0.00658307
145.176046    0.01250873  -0.00953769  -0.00654846
145.279179    0.01233323  -0.00940173  -0.00651263
145.382311    0.01215769  -0.00926582  -0.00647557
145.485443    0.01198213  -0.00912996  -0.00643728
145.588576    0.01180653  -0.00899415  -0.00639775
145.691708    0.01163091  -0.00885839  -0.00635697
145.794841    0.01145525  -0.00872269  -0.00631493
145.897973    0.01127957  -0.00858704  -0.00627163
146.001105    0.01110386  -0.00845145  -0.00622706
146.104238    0.01092812  -0.00831593  -0.00618121
146.207370    0.01075236  -0.00818046  -0.00613408
146.310503    0.01057658  -0.00804506  -0.00608566
146.413635    0.01040077  -0.00790972  -0.00603593
146.516767    0.01022493  -0.00777445  -0.00598490
146.619900    0.01004908  -0.00763925  -0.00593254
146.723032    0.00987320  -0.00750412  -0.00587886
146.826165    0.00969730  -0.00736907  -0.00582385
146.929297    0.00952138  -0.00723409  -0.00576749
147.032429    0.00934545  -0.00709918  -0.00570977
147.135562    0.00916949  -0.00696435  -0.00565069
147.238694    0.00899352  -0.00682960  -0.00559023
147.341827    0.00881753  -0.00669493  -0.00552839
147.444959    0.00864153  -0.00656034  -0.00546515
147.548091    0.00846551  -0.00642584  -0.00540050
147.651224    0.00828948  -0.00629142  -0.00533444
147.754356    0.00811343  -0.00615709  -0.00526694
147.857489    0.00793737  -0.00602284  -0.00519800
147.960621    0.00776130  -0.00588868  -0.00512760
148.063753    0.00758522  -0.00575462  -0.00505573
148.166886    0.00740913  -0.00562064  -0.00498238
148.270018    0.00723304  -0.00548676  -0.00490753
148.373151    0.00705693  -0.00535297  -0.00483116
148.476283    0.00688082  -0.00521928  -0.00475327
148.579415    0.00670470  -0.00508568  -0.00467383
148.682548    0.00652857  -0.00495218  -0.00459283
148.785680    0.00635244  -0.00481877  -0.00451025
148.888813    0.00617631  -0.00468546  -0.00442607
148.991945    0.00600017  -0.00455225  -0.00434028
149.095077    0.00582403  -0.00441913  -0.00425284
149.198210    0.00564790  -0.00428611  -0.00416375
149.301342    0.00547176  -0.00415319  -0.00407297
149.404475    0.00529562  -0.00402036  -0.00398048
149.507607    0.00511948  -0.00388763  -0.00388626
149.610739    0.00494335  -0.00375500  -0.00379028
149.713872    0.00476722  -0.00362245  -0.00369252
149.817004    0.00459109  -0.00349000  -0.00359293
149.920137    0.00441497  -0.00335764  -0.00349150
150.023269    0.00423886  -0.00322536  -0.00338817
150.126401    0.00406275  -0.00309316  -0.00328293
150.229534    0.00388666  -0.00296105  -0.00317571
150.332666    0.00371057  -0.00282900  -0.00306649
150.435799    0.00353449  -0.00269703  -0.00295521
150.538931    0.00335842  -0.00256512  -0.00284181
150.642063    0.00318236  -0.00243326  -0.00272625
150.745196    0.00300632  -0.00230145  -0.00260845
150.848328    0.00283029  -0.00216967  -0.00248834
150.951461    0.00265428  -0.00203791  -0.00236584
151.054593    0.00247828  -0.00190616  -0.00224086
151.157726    0.00230231  -0.00177440  -0.00211330
151.260858    0.00212634  -0.00164260  -0.00198303
151.363990    0.00195040  -0.00151074  -0.00184990
151.467123    0.00177448  -0.00137878  -0.00171376
151.570255    0.00159858  -0.00124668  -0.00157439
151.673388    0.00142271  -0.00111439  -0.00143154
151.776520    0.00124686  -0.00098183  -0.00128489
151.852150    0.00110229  -0.00087258  -0.00116117
151.872777    0.00106712  -0.00084596  -0.00113061
151.893403    0.00103196  -0.00081932  -0.00109986
151.914030    0.00099680  -0.00079266  -0.00106892
151.934656    0.00096164  -0.00076597  -0.00103777
151.955283    0.00092648  -0.00073927  -0.00100641
151.975909    0.00089133  -0.00071253  -0.00097483
151.996536    0.00085617  -0.00068577  -0.00094303
152.017162    0.00082101  -0.00065898  -0.00091100
152.037789    0.00078586  -0.00063216  -0.00087873
152.058415    0.00075071  -0.00060531  -0.00084620
152.079042    0.00071556  -0.00057841  -0.00081341
152.099668    0.00068041  -0.00055148  -0.00078034
152.120295    0.00064526  -0.00052450  -0.00074699
152.140921    0.00061011  -0.00049748  -0.00071333
152.161548    0.00057496  -0.00047040  -0.00067936
152.182174    0.00053982  -0.00044327  -0.00064504
152.202801    0.00050467  -0.00041608  -0.00061035
152.223427    0.00046953  -0.00038882  -0.00057528
152.244053    0.00043439  -0.00036148  -0.00053979
152.264680    0.00039925  -0.00033406  -0.00050384
152.285306    0.00036411  -0.00030654  -0.00046739
152.305933    0.00032898  -0.00027891  -0.00043039
152.326559    0.00029384  -0.00025115  -0.00039278
152.347186    0.00025873  -0.00022326  -0.00035449
152.367812    0.00022396  -0.00019548  -0.00031578
152.388439    0.00019010  -0.00016822  -0.00027720
152.409065    0.00015772  -0.00014191  -0.00023931
152.429692    0.00012732  -0.00011696  -0.00020264
152.450318    0.00009938  -0.00009373  -0.00016774
152.470945    0.00007434  -0.00007259  -0.00013515
152.478737    0.00006374  -0.00006353  -0.00012087
152.482862    0.00005943  -0.00005981  -0.00011495
152.486988    0.00005525  -0.00005619  -0.00010916
152.491113    0.00005121  -0.00005269  -0.00010350
152.495238    0.00004732  -0.00004928  -0.00009798
152.499363    0.00004357  -0.00004599  -0.00009259
152.503489    0.00003996  -0.00004281  -0.00008735
152.507614    0.00003650  -0.00003974  -0.00008226
152.511739    0.00003319  -0.00003679  -0.00007732
152.515865    0.00003003  -0.00003396  -0.00007255
152.519990    0.00002701  -0.00003124  -0.00006793
152.524115    0.00002415  -0.00002864  -0.00006349
152.528241    0.00002144  -0.00002617  -0.00005923
152.532366    0.00001887  -0.00002382  -0.00005515
152.536491    0.00001645  -0.00002159  -0.00005127
152.540616    0.00001418  -0.00001949  -0.00004760
152.544742    0.00001205  -0.00001753  -0.00004415
152.548867    0.00001005  -0.00001569  -0.00004094
152.552992    0.00000819  -0.00001399  -0.00003800
152.557118    0.00000645  -0.00001243  -0.00003537
152.561243    0.00000481  -0.00001101  -0.00003309
152.565368    0.00000324  -0.00000975  -0.00003125
152.569494    0.00000171  -0.00000865  -0.00002997
152.573619    0.00000018  -0.00000774  -0.00002943
152.577744    -0.00000135  -0.00000706  -0.00002977
152.581869    -0.00000288  -0.00000659  -0.00003089
152.585995    -0.00000443  -0.00000626  -0.00003261
152.590120    -0.00000605  -0.00000601  -0.00003480
152.594245    -0.00000777  -0.00000581  -0.00003736
152.598371    -0.00000960  -0.00000564  -0.00004023
152.602496    -0.00001156  -0.00000548  -0.00004338
152.606621    -0.00001366  -0.00000531  -0.00004678
152.610746    -0.00001590  -0.00000512  -0.00005041
152.614872    -0.00001828  -0.00000492  -0.00005424
152.618997    -0.00002081  -0.00000470  -0.00005828
152.623122    -0.00002349  -0.00000445  -0.00006250
152.627248    -0.00002632  -0.00000417  -0.00006691
152.631373    -0.00002930  -0.00000387  -0.00007149
152.635498    -0.00003242  -0.00000353  -0.00007623
152.639624    -0.00003570  -0.00000315  -0.00008114
152.643749    -0.00003913  -0.00000275  -0.00008620
152.647874    -0.00004270  -0.00000231  -0.00009142
152.651999    -0.00004641  -0.00000183  -0.00009678
152.656125    -0.00005027  -0.00000131  -0.00010228
152.660250    -0.00005428  -0.00000076  -0.00010792
152.664375    -0.00005842  -0.00000018  -0.00011369
152.668501    -0.00006270  0.00000045  -0.00011959
152.672626    -0.00006712  0.00000111  -0.00012561
152.693252    -0.00008891  0.00000458  -0.00015450
152.713879    -0.00011572  0.00000923  -0.00018861
152.734505    -0.00014516  0.00001471  -0.00022471
152.755132    -0.00017678  0.00002093  -0.00026227
152.775758    -0.00021007  0.00002776  -0.00030074
152.796385    -0.00024448  0.00003509  -0.00033957
152.817011    -0.00027945  0.00004277  -0.00037819
152.837638    -0.00031451  0.00005067  -0.00041618
152.858264    -0.00034957  0.00005876  -0.00045355
152.878891    -0.00038463  0.00006701  -0.00049035
152.899517    -0.00041969  0.00007540  -0.00052665
152.920144    -0.00045475  0.00008394  -0.00056250
152.940770    -0.00048982  0.00009259  -0.00059792
152.961397    -0.00052488  0.00010137  -0.00063296
152.982023    -0.00055995  0.00011026  -0.00066764
153.002650    -0.00059501  0.00011925  -0.00070199
153.023276    -0.00063008  0.00012833  -0.00073601
153.043903    -0.00066515  0.00013752  -0.00076975
153.064529    -0.00070023  0.00014679  -0.00080320
153.085156    -0.00073530  0.00015614  -0.00083638
153.105782    -0.00077037  0.00016558  -0.00086931
153.126408    -0.00080545  0.00017509  -0.00090200
153.147035    -0.00084053  0.00018468  -0.00093445
153.167661    -0.00087560  0.00019434  -0.00096668
153.188288    -0.00091068  0.00020408  -0.00099870
153.208914    -0.00094576  0.00021388  -0.00103050
153.229541    -0.00098084  0.00022375  -0.00106211
153.250167    -0.00101593  0.00023368  -0.00109353
153.270794    -0.00105101  0.00024368  -0.00112476
153.291420    -0.00108609  0.00025373  -0.00115580
153.330381    -0.00113677  0.00026836  -0.00120034
153.433514    -0.00131222  0.00031992  -0.00135186
153.536646    -0.00148769  0.00037277  -0.00149962
153.639779    -0.00166319  0.00042683  -0.00164401
153.742911    -0.00183871  0.00048199  -0.00178529
153.846043    -0.00201425  0.00053819  -0.00192371
153.949176    -0.00218982  0.00059537  -0.00205944
154.052308    -0.00236540  0.00065349  -0.00219264
154.155441    -0.00254101  0.00071249  -0.00232344
154.258573    -0.00271663  0.00077235  -0.00245195
154.361706    -0.00289227  0.00083303  -0.00257825
154.464838    -0.00306792  0.00089449  -0.00270245
154.567970    -0.00324359  0.00095672  -0.00282460
154.671103    -0.00341927  0.00101969  -0.00294478
154.774235    -0.00359497  0.00108338  -0.00306304
154.877368    -0.00377068  0.00114777  -0.00317944
154.980500    -0.00394640  0.00121283  -0.00329402
155.083632    -0.00412213  0.00127855  -0.00340684
155.186765    -0.00429787  0.00134491  -0.00351792
155.289897    -0.00447362  0.00141190  -0.00362731
155.393030    -0.00464937  0.00147951  -0.00373503
155.496162    -0.00482514  0.00154771  -0.00384113
155.599294    -0.00500091  0.00161650  -0.00394563
155.702427    -0.00517668  0.00168586  -0.00404855
155.805559    -0.00535246  0.00175578  -0.00414993
155.908692    -0.00552824  0.00182625  -0.00424979
156.011824    -0.00570403  0.00189726  -0.00434814
156.114956    -0.00587981  0.00196879  -0.00444502
156.218089    -0.00605560  0.00204084  -0.00454044
156.321221    -0.00623139  0.00211340  -0.00463442
156.424354    -0.00640718  0.00218646  -0.00472698
156.527486    -0.00658296  0.00226000  -0.00481813
156.630618    -0.00675874  0.00233402  -0.00490789
156.733751    -0.00693452  0.00240852  -0.00499629
156.836883    -0.00711030  0.00248347  -0.00508332
156.940016    -0.00728607  0.00255888  -0.00516901
157.043148    -0.00746183  0.00263473  -0.00525338
157.146280    -0.00763759  0.00271102  -0.00533642
157.249413    -0.00781334  0.00278774  -0.00541816
157.352545    -0.00798908  0.00286488  -0.00549861
157.455678    -0.00816482  0.00294244  -0.00557778
157.558810    -0.00834054  0.00302040  -0.00565569
157.661942    -0.00851625  0.00309877  -0.00573233
157.765075    -0.00869196  0.00317753  -0.00580772
157.868207    -0.00886765  0.00325668  -0.00588188
157.971340    -0.00904332  0.00333621  -0.00595481
158.074472    -0.00921898  0.00341611  -0.00602652
158.177604    -0.00939463  0.00349638  -0.00609702
158.280737    -0.00957026  0.00357701  -0.00616632
158.383869    -0.00974588  0.00365800  -0.00623443
158.487002    -0.00992148  0.00373934  -0.00630136
158.590134    -0.01009706  0.00382102  -0.00636711
158.693266    -0.01027263  0.00390304  -0.00643169
158.796399    -0.01044817  0.00398539  -0.00649512
158.899531    -0.01062369  0.00406807  -0.00655739
159.002664    -0.01079920  0.00415107  -0.00661851
159.105796    -0.01097468  0.00423438  -0.00667850
159.208928    -0.01115014  0.00431801  -0.00673735
159.312061    -0.01132557  0.00440194  -0.00679508
159.415193    -0.01150098  0.00448617  -0.00685170
159.518326    -0.01167637  0.00457069  -0.00690720
159.621458    -0.01185173  0.00465551  -0.00696159
159.724590    -0.01202707  0.00474060  -0.00701489
159.827723    -0.01220237  0.00482598  -0.00706709
159.930855    -0.01237766  0.00491163  -0.00711821
160.033988    -0.01255291  0.00499756  -0.00716824
160.137120    -0.01272813  0.00508374  -0.00721720
160.240252    -0.01290332  0.00517019  -0.00726509
160.343385    -0.01307848  0.00525689  -0.00731191
160.446517    -0.01325361  0.00534385  -0.00735767
160.549650    -0.01342871  0.00543104  -0.00740237
160.652782    -0.01360377  0.00551849  -0.00744603
160.755914    -0.01377880  0.00560617  -0.00748864
160.859047    -0.01395380  0.00569408  -0.00753021
160.962179    -0.01412876  0.00578222  -0.00757074
161.065312    -0.01430368  0.00587058  -0.00761024
161.168444    -0.01447857  0.00595917  -0.00764872
161.271577    -0.01465342  0.00604797  -0.00768617
161.374709    -0.01482823  0.00613698  -0.00772261
161.477841    -0.01500300  0.00622620  -0.00775803
161.580974    -0.01517773  0.00631562  -0.00779244
161.684106    -0.01535242  0.00640524  -0.00782585
161.787239    -0.01552707  0.00649506  -0.00785826
161.890371    -0.01570167  0.00658507  -0.00788967
161.993503    -0.01587624  0.00667526  -0.00792008
162.096636    -0.01605076  0.00676564  -0.00794951
162.199768    -0.01622523  0.00685620  -0.00797795
162.302901    -0.01639966  0.00694693  -0.00800541
162.406033    -0.01657405  0.00703784  -0.00803189
162.509165    -0.01674838  0.00712891  -0.00805739
162.612298    -0.01692267  0.00722015  -0.00808193
162.715430    -0.01709691  0.00731155  -0.00810550
162.818563    -0.01727111  0.00740310  -0.00812810
162.921695    -0.01744525  0.00749481  -0.00814974
163.024827    -0.01761934  0.00758666  -0.00817043
163.127960    -0.01779338  0.00767866  -0.00819016
163.231092    -0.01796737  0.00777081  -0.00820894
163.334225    -0.01814131  0.00786309  -0.00822677
163.437357    -0.01831519  0.00795551  -0.00824366
163.540489    -0.01848902  0.00804806  -0.00825960
163.643622    -0.01866280  0.00814073  -0.00827461
163.746754    -0.01883652  0.00823353  -0.00828868
163.849887    -0.01901018  0.00832646  -0.00830181
163.953019    -0.01918378  0.00841950  -0.00831402
164.056151    -0.01935733  0.00851265  -0.00832530
164.159284    -0.01953082  0.00860592  -0.00833566
164.262416    -0.01970425  0.00869929  -0.00834509
164.365549    -0.01987762  0.00879277  -0.00835361
164.468681    -0.02005093  0.00888635  -0.00836121
164.571813    -0.02022418  0.00898002  -0.00836789
164.674946    -0.02039736  0.00907379  -0.00837367
164.778078    -0.02057049  0.00916765  -0.00837853
164.881211    -0.02074355  0.00926160  -0.00838249
164.984343    -0.02091654  0.00935564  -0.00838555
165.087475    -0.02108947  0.00944975  -0.00838771
165.190608    -0.02126233  0.00954394  -0.00838896
165.293740    -0.02143513  0.00963821  -0.00838932
165.396873    -0.02160786  0.00973256  -0.00838879
165.500005    -0.02178052  0.00982697  -0.00838737
165.603137    -0.02195312  0.00992144  -0.00838505
165.706270    -0.02212564  0.01001598  -0.00838185
165.809402    -0.02229810  0.01011058  -0.00837776
165.912535    -0.02247048  0.01020524  -0.00837280
166.015667    -0.02264279  0.01029995  -0.00836695
166.118799    -0.02281503  0.01039471  -0.00836022
166.221932    -0.02298720  0.01048952  -0.00835261
166.325064    -0.02315929  0.01058437  -0.00834413
166.428197    -0.02333131  0.01067926  -0.00833478
166.531329    -0.02350325  0.01077420  -0.00832456
166.634461    -0.02367512  0.01086917  -0.00831347
166.737594    -0.02384691  0.01096417  -0.00830152
166.840726    -0.02401862  0.01105921  -0.00828870
166.943859    -0.02419025  0.01115427  -0.00827501
167.046991    -0.02436181  0.01124935  -0.00826047
167.150123    -0.02453329  0.01134446  -0.00824507
167.253256    -0.02470468  0.01143958  -0.00822881
167.356388    -0.02487600  0.01153473  -0.00821169
167.459521    -0.02504723  0.01162988  -0.00819372
167.562653    -0.02521838  0.01172505  -0.00817490
167.665786    -0.02538945  0.01182022  -0.00815523
167.768918    -0.02556044  0.01191540  -0.00813471
167.872050    -0.02573134  0.01201058  -0.00811335
167.975183    -0.02590215  0.01210575  -0.00809114
168.078315    -0.02607288  0.01220093  -0.00806808
168.181448    -0.02624353  0.01229610  -0.00804419
168.284580    -0.02641408  0.01239126  -0.00801945
168.387712    -0.02658455  0.01248641  -0.00799387
