0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.130922056384742902e+01
0.000000000000000000e+00 1.154432404643450241e+02
0.000000000000000000e+00 2.630665804311775560e+02
0.000000000000000000e+00 4.022335713101161332e+02
0.000000000000000000e+00 4.912312810945275032e+02
7.378126959008326352e-04 5.280216587930077594e+02
3.054967251981377616e-03 5.492553901522177284e+02
2.299605715480069427e-03 5.614009479175119850e+02
0.000000000000000000e+00 5.674938507462690040e+02
0.000000000000000000e+00 5.738299212271972465e+02
0.000000000000000000e+00 5.781357802653401450e+02
0.000000000000000000e+00 5.819666815920402314e+02
0.000000000000000000e+00 5.867955804311775410e+02
0.000000000000000000e+00 5.893139154228854295e+02
0.000000000000000000e+00 5.924861218905475653e+02
0.000000000000000000e+00 5.955394004975125881e+02
0.000000000000000000e+00 5.975197603648424547e+02
0.000000000000000000e+00 5.998025058043114086e+02
0.000000000000000000e+00 6.023218424543947549e+02
0.000000000000000000e+00 6.040537139303486356e+02
0.000000000000000000e+00 6.044504825870645845e+02
0.000000000000000000e+00 6.051941882255390510e+02
0.000000000000000000e+00 6.053498184079602424e+02
0.000000000000000000e+00 6.058255439469321573e+02
0.000000000000000000e+00 6.038669601990050069e+02
0.000000000000000000e+00 6.005262180762852040e+02
0.000000000000000000e+00 5.947749436152569160e+02
0.000000000000000000e+00 5.812606633499171949e+02
1.742359938314321389e-03 1.132894247303433133e+01
1.098097984009736893e-03 1.155700780812869368e+02
2.342192850626306257e-03 2.636834552329696635e+02
2.303045284167689905e-03 4.031610009860012838e+02
4.713703288322100213e-03 4.935522655180097900e+02
5.079558370582863518e-03 5.303191785603025892e+02
5.928575354306207801e-03 5.508360048375112683e+02
8.492512051287721270e-03 5.648884391119150905e+02
1.143162054847370740e-02 5.740184474145017930e+02
1.540652235597076911e-02 5.827390982309344736e+02
1.550866910685885433e-02 5.871717838652348291e+02
2.236978752702938056e-02 5.951318546781600389e+02
2.771766331921071691e-02 6.032876882620223569e+02
2.850885177571763421e-02 6.063563544093958626e+02
3.238903006084440511e-02 6.119903288325482436e+02
4.005353537924059848e-02 6.198770089563645342e+02
4.496906880605189283e-02 6.250029838001100870e+02
4.556747038525302274e-02 6.277662692226559784e+02
5.029717183026522626e-02 6.333917419064861178e+02
6.125121380272439270e-02 6.422093482371287791e+02
6.892021916888417532e-02 6.475784672716741852e+02
7.452733806435055119e-02 6.520209653589763548e+02
8.141696153446871531e-02 6.566974858371736445e+02
8.625782080912064442e-02 6.604027552678544453e+02
8.940544085619324399e-02 6.603429689398127493e+02
9.381690451712267065e-02 6.595931499634293687e+02
9.547591956767381705e-02 6.543608826075687830e+02
9.463577209825443926e-02 6.389556677193440919e+02
1.608741098096263871e-03 1.132742881400912083e+01
1.633081849971321177e-03 1.156319227499232625e+02
3.280577231327815209e-03 2.639310078003754825e+02
6.043480002107548023e-03 4.046718221935848874e+02
9.737150523559350360e-03 4.960378371236240582e+02
9.496654683591752855e-03 5.326668305340435836e+02
1.211536426322242822e-02 5.542544746946965688e+02
1.754632641106088423e-02 5.700260565962674946e+02
1.995321526986282637e-02 5.789309012287103542e+02
2.587599911401435374e-02 5.888721204225968222e+02
3.030689048509268083e-02 5.959254918186489931e+02
3.735492675406500845e-02 6.041171431383679646e+02
4.081974449641500441e-02 6.112440209673100071e+02
4.524657878333090272e-02 6.165907932286772848e+02
5.067966168303836283e-02 6.232870153213101503e+02
5.670137396828165560e-02 6.302829996387719120e+02
6.078964959409804275e-02 6.349695243511750959e+02
6.557163083968006734e-02 6.404506536447651115e+02
7.046378276423966025e-02 6.462947746610914237e+02
7.539763892973956605e-02 6.513588786873801837e+02
8.095644074913532773e-02 6.554199615088124347e+02
8.590130729256698072e-02 6.594793671655830849e+02
9.016771705686080218e-02 6.624693020324242525e+02
9.681745365139778070e-02 6.674133152179769013e+02
1.007348471662395939e-01 6.678668025459672890e+02
1.028671845163486726e-01 6.655897471675378938e+02
1.050384102803109954e-01 6.606482158430023901e+02
1.039599365183686702e-01 6.449412573677847149e+02
7.021818435907041999e-04 1.131716448190363700e+01
1.601885062852109092e-03 1.156283154617132425e+02
4.357748137592944680e-03 2.642154597774322156e+02
6.844482323674196643e-03 4.049960951169788927e+02
8.953685281390089470e-03 4.956493609181102329e+02
1.046132833431772866e-02 5.331809281184042675e+02
1.427500609951169036e-02 5.554527593132562515e+02
1.673183320952891656e-02 5.695619632745580248e+02
2.110823548326563881e-02 5.795999644381769258e+02
2.494787960846444469e-02 5.883258302718452342e+02
3.075224799098090489e-02 5.961909508170715526e+02
3.542116642727847348e-02 6.029500541730919849e+02
4.183059656658714986e-02 6.118622106478043179e+02
4.705930702169128232e-02 6.177095184371213463e+02
5.192598882779504710e-02 6.240643191342828686e+02
5.613323297558714398e-02 6.299250117331100682e+02
6.255520237311917864e-02 6.360915867982506597e+02
