(sec),(mm),(kgf)
292.40003,19.49335,5.94534
292.5,19.49999,5.95374
292.6,19.50668,5.93754
292.7,19.51338,5.92888
292.80003,19.51997,5.93642
292.90003,19.52667,5.92094
293,19.53331,5.92807
293.1,19.54006,5.93407
293.2,19.54665,5.952
293.30003,19.55329,5.95061
293.40003,19.56004,5.95216
293.5,19.56668,5.94335
293.6,19.57327,5.9369
293.7,19.58002,5.94047
293.80003,19.58661,5.92959
293.90003,19.59326,5.94066
294,19.60011,5.93904
294.1,19.60665,5.93533
294.2,19.61324,5.92935
294.30003,19.62015,5.94749
294.40003,19.62663,5.94046
294.5,19.63322,5.95314
294.6,19.64002,5.92625
294.7,19.64666,5.95403
294.80003,19.65331,5.93256
294.90003,19.66006,5.96377
295,19.6667,5.95794
295.1,19.67334,5.94495
295.2,19.68004,5.94812
295.30003,19.68663,5.95898
295.40003,19.69327,5.95308
295.5,19.70002,5.9538
295.6,19.70672,5.93342
295.7,19.71336,5.96014
295.80003,19.71995,5.95027
295.90003,19.7267,5.95086
296,19.7334,5.96266
296.1,19.73993,5.94217
296.2,19.74658,5.95807
296.30003,19.75343,5.94252
296.40003,19.76002,5.98712
296.5,19.76661,5.95516
296.6,19.77341,5.94585
296.7,19.78,5.96057
296.80003,19.78659,5.96448
296.90003,19.79345,5.98175
297,19.79999,5.96439
297.1,19.80663,5.96049
297.2,19.81349,5.96417
297.30003,19.82002,5.96293
297.40003,19.82656,5.96316
297.5,19.83342,5.96286
297.6,19.84,5.96442
297.7,19.84665,5.96475
297.80003,19.85334,5.95554
297.90003,19.85999,5.96087
298,19.86668,5.96688
298.1,19.87333,5.98589
298.2,19.87997,5.95605
298.30003,19.88677,5.96501
298.40003,19.89331,5.97138
298.5,19.8999,5.97973
298.6,19.9067,5.95875
298.7,19.91324,5.97936
298.80003,19.91993,5.96367
298.90003,19.92679,5.96201
299,19.93333,5.96659
299.1,19.93997,5.96421
299.2,19.94677,5.98188
299.30003,19.95331,5.95843
299.40003,19.9599,5.96555
299.5,19.96676,5.98028
299.6,19.9734,5.97957
299.7,19.97999,5.97374
299.80003,19.98674,5.98249
299.90003,19.99338,5.97791
300,19.99991,5.97901
300.1,20.00666,5.96905
300.2,20.01331,5.95861
300.30003,20.02,5.97505
300.40003,20.0267,5.96598
300.5,20.03334,5.97777
300.6,20.03999,5.9839
300.7,20.04668,5.96746
300.80003,20.05327,5.98336
300.90003,20.06008,5.99173
301,20.06661,5.96448
301.1,20.07325,5.99152
301.2,20.08011,5.97978
301.30003,20.08665,5.97768
301.40003,20.09324,5.97218
301.5,20.10009,5.96837
301.6,20.10663,5.95997
301.7,20.11327,5.9773
301.80003,20.12008,5.96415
301.90003,20.12667,5.99737
302,20.13325,5.99286
302.1,20.14006,5.96274
302.2,20.1467,5.98666
302.30003,20.15334,5.97057
302.40003,20.16009,5.99918
302.5,20.16668,5.99502
302.6,20.17327,5.96668
302.7,20.18002,5.98347
302.80003,20.18667,5.98972
302.90003,20.19331,5.98827
303,20.20006,5.98056
303.1,20.20665,5.98028
303.2,20.2134,6.01262
303.30003,20.21999,6.00968
303.40003,20.22652,5.98125
303.5,20.23338,6.00106
303.6,20.24002,5.97771
303.7,20.24661,6.00021
303.80003,20.25342,5.99807
303.90003,20.26,6.00125
304,20.26659,5.99595
304.1,20.2734,6.00575
304.2,20.27988,5.99484
304.30003,20.28658,6.00196
304.40003,20.29349,6.00144
304.5,20.29997,5.98563
304.6,20.30661,5.995
304.7,20.31341,6.0077
304.80003,20.31995,6.00246
304.90003,20.32659,6.01435
305,20.3334,5.99919
305.1,20.33998,6.00387
305.2,20.34668,6.00703
305.30003,20.35338,6.00997
305.40003,20.35997,5.98851
305.5,20.36672,6.00778
305.6,20.37336,6.01804
305.7,20.38,5.98818
305.80003,20.3867,6.01949
305.90003,20.39329,5.9914
306,20.39999,6.01409
306.1,20.40674,6.00791
306.2,20.41327,6.00331
306.30003,20.41997,6.03067
306.40003,20.42677,6.00346
306.5,20.43331,6.0274
306.6,20.43984,6.00817
306.7,20.44675,6.00455
306.80003,20.45334,6.01066
306.90003,20.45993,6.03524
307,20.46679,6.02341
307.1,20.47332,6.01681
307.2,20.47997,6.01656
307.30003,20.48672,6.02333
307.40003,20.49325,6.01402
307.5,20.4999,6.02035
307.6,20.50675,6.01046
307.7,20.5134,6.01523
307.80003,20.51999,6.03294
307.90003,20.52668,6.04035
308,20.53333,6.00606
308.1,20.54002,6.003
308.2,20.54656,6.00287
308.30003,20.55326,6.0351
308.40003,20.56011,6.03786
308.5,20.56665,6.03291
308.6,20.57323,6.0271
308.7,20.58009,6.0244
308.80003,20.58663,6.03172
308.90003,20.59327,6.03172
309,20.60008,6.01663
309.1,20.60661,6.03585
309.2,20.61331,6.01166
309.30003,20.62011,6.026
309.40003,20.62665,6.03658
309.5,20.63324,6.03051
309.6,20.64015,6.02823
309.7,20.64668,6.02182
309.80003,20.65322,6.03085
309.90003,20.66002,6.02853
310,20.66672,6.02038
310.1,20.67331,6.02755
310.2,20.68,6.03383
310.30003,20.6867,6.01741
310.40003,20.6934,6.05591
310.5,20.69999,6.0263
310.6,20.70657,6.05454
310.7,20.71332,6.03316
310.80003,20.72002,6.04746
310.90003,20.72661,6.0281
311,20.73342,6.03478
311.1,20.73995,6.02112
311.2,20.74665,6.05888
311.30003,20.7534,6.0341
311.40003,20.75988,6.03819
311.5,20.76652,6.04347
311.6,20.77349,6.03421
311.7,20.78002,6.03197
311.80003,20.78661,6.02761
311.90003,20.79347,6.03886
312,20.80006,6.03993
312.1,20.80659,6.04525
312.2,20.81334,6.04523
312.30003,20.81999,6.02327
312.40003,20.82668,6.0538
312.5,20.83343,6.04642
312.6,20.84002,6.03977
312.7,20.84666,6.07395
312.80003,20.85336,6.04487
312.90003,20.86001,6.04514
313,20.86665,6.02766
313.1,20.87329,6.04355
313.2,20.87998,6.0536
313.30003,20.88674,6.04915
313.40003,20.89333,6.04637
313.5,20.89991,6.05891
313.6,20.90677,6.06384
313.7,20.91331,6.05952
313.80003,20.9199,6.0509
313.90003,20.92676,6.05458
314,20.93334,6.05495
314.1,20.93993,6.02898
314.2,20.94674,6.04921
314.30003,20.95327,6.04832
314.40003,20.95997,6.07605
314.5,20.96677,6.04145
314.6,20.97325,6.07064
314.7,20.9799,6.05561
314.80003,20.9867,6.04996
314.90003,20.99334,6.04823
315,20.99999,6.06355
315.1,21.00674,6.04033
315.2,21.01338,6.07113
315.30003,21.02002,6.05225
315.40003,21.02667,6.06762
315.5,21.03325,6.04156
315.6,21.04006,6.06309
315.7,21.0467,6.06592
315.80003,21.05329,6.07382
315.90003,21.06004,6.0548
316,21.06668,6.05647
316.1,21.07327,6.07384
316.2,21.08002,6.02451
316.30003,21.08661,6.06371
316.40003,21.09331,6.06655
316.5,21.10011,6.06464
316.6,21.10665,6.05794
316.7,21.11324,6.05817
316.80003,21.12015,6.06979
316.90003,21.12663,6.07041
317,21.13322,6.06876
317.1,21.14002,6.06622
317.2,21.14666,6.07788
317.30003,21.15331,6.06784
317.40003,21.16006,6.05799
317.5,21.16665,6.06146
317.6,21.17334,6.0689
317.7,21.18004,6.06819
317.80003,21.18663,6.04581
317.90003,21.19333,6.09229
318,21.20002,6.07004
318.1,21.20666,6.04961
318.2,21.21336,6.09202
318.30003,21.22,6.07265
318.40003,21.2267,6.0918
318.5,21.2334,6.08015
318.6,21.23993,6.06303
318.7,21.24663,6.06188
318.80003,21.25338,6.08415
318.90003,21.25997,6.077
319,21.26661,6.11535
319.1,21.27341,6.07666
319.2,21.28,6.06157
319.30003,21.28659,6.06389
319.40003,21.2934,6.07609
319.5,21.29999,6.07062
319.6,21.30663,6.09241
319.7,21.31349,6.09132
319.80003,21.32002,6.08372
319.90003,21.32661,6.08771
320,21.33342,6.09658
320.1,21.34,6.06998
320.2,21.34659,6.08957
320.30003,21.35334,6.07874
320.40003,21.35999,6.08011
320.5,21.36668,6.07431
320.6,21.37332,6.07055
320.7,21.37997,6.08557
320.80003,21.38672,6.10055
320.90003,21.39325,6.10882
321,21.39995,6.10277
321.1,21.4067,6.08751
321.2,21.41329,6.10289
321.30003,21.41999,6.09989
321.40003,21.42679,6.13336
321.50003,21.43327,6.1102
321.6,21.43997,6.08872
321.7,21.44677,6.09461
321.80003,21.45331,6.097
321.90003,21.45995,6.09285
322.00003,21.46675,6.09809
322.1,21.47334,6.09373
322.2,21.47993,6.08822
322.30003,21.48674,6.07889
322.40003,21.49338,6.09891
322.50003,21.49997,6.08699
322.6,21.50666,6.08964
322.7,21.51331,6.10895
322.80003,21.51995,6.09108
322.90003,21.5267,6.08417
323.00003,21.53334,6.0855
323.1,21.54004,6.10183
323.2,21.54668,6.10476
323.30003,21.55327,6.07953
323.40003,21.56002,6.09176
323.50003,21.56656,6.11454
323.6,21.5732,6.08613
323.7,21.58011,6.10112
323.80003,21.58665,6.09457
323.90003,21.59329,6.10877
324.00003,21.60015,6.10253
324.1,21.60663,6.09727
324.2,21.61322,6.10462
324.30003,21.62008,6.10665
324.40003,21.62666,6.11577
324.50003,21.63331,6.11198
324.6,21.64011,6.08744
324.7,21.64665,6.09906
324.80003,21.65329,6.12596
324.90003,21.66004,6.10417
325.00003,21.66668,6.10477
325.1,21.67327,6.11111
325.2,21.68002,6.10709
325.30003,21.68667,6.11113
325.40003,21.69336,6.12367
325.50003,21.69995,6.11519
325.6,21.70664,6.0936
325.7,21.71334,6.11023
325.80003,21.71999,6.09029
325.90003,21.72652,6.08729
326.00003,21.73338,6.11547
326.1,21.74002,6.09473
326.2,21.74661,6.12176
326.30003,21.75342,6.1173
326.40003,21.76,6.12268
326.50003,21.76659,6.11929
326.6,21.77345,6.11235
326.7,21.77993,6.10754
326.80003,21.78658,6.12276
326.90003,21.79343,6.09591
327.00003,21.79997,6.10496
327.1,21.80661,6.12158
327.2,21.81347,6.11746
327.30003,21.82,6.13192
327.40003,21.82659,6.12896
327.50003,21.83334,6.12002
327.6,21.83998,6.11441
327.7,21.84668,6.10191
327.80003,21.85338,6.13212
327.90003,21.85997,6.10977
328.00003,21.86672,6.13198
328.1,21.87336,6.11407
328.2,21.87995,6.11684
328.30003,21.88665,6.12349
328.40003,21.89329,6.13806
328.50003,21.89999,6.13404
328.6,21.90673,6.11794
328.7,21.91332,6.11553
328.80003,21.91997,6.11489
328.90003,21.92677,6.11047
329.00003,21.93331,6.11296
329.1,21.93989,6.10244
329.2,21.94675,6.12903
329.30003,21.95334,6.11368
329.40003,21.95999,6.13952
329.50003,21.96674,6.11929
329.6,21.97332,6.12557
329.7,21.97997,6.13063
329.80003,21.98672,6.13628
329.90003,21.99325,6.13309
330.00003,21.99995,6.13185
330.1,22.00675,6.11712
330.2,22.01334,6.13882
330.30003,22.01999,6.13444
330.40003,22.02668,6.13443
330.50003,22.03338,6.134
330.6,22.04002,6.12194
330.7,22.04661,6.14321
330.80003,22.05326,6.13537
330.90003,22.06006,6.14034
331.00003,22.06665,6.12399
331.1,22.07329,6.13832
331.2,22.08015,6.16352
331.30003,22.08668,6.12953
331.40003,22.09327,6.14209
331.50003,22.10002,6.14244
331.6,22.10661,6.14981
331.7,22.11331,6.13574
331.80003,22.12016,6.13592
331.90003,22.1267,6.11139
332.00003,22.13329,6.13536
332.1,22.14009,6.13327
332.2,22.14663,6.14785
332.30003,22.15322,6.13968
332.40003,22.16002,6.14242
332.50003,22.16672,6.15107
332.6,22.17331,6.13625
332.7,22.18006,6.12393
332.80003,22.18665,6.13748
332.90003,22.19334,6.12454
333.00003,22.19999,6.13684
333.1,22.20657,6.12867
333.2,22.21332,6.14905
333.30003,22.22002,6.14352
333.40003,22.22667,6.13247
333.50003,22.23341,6.15339
333.6,22.23995,6.14364
333.7,22.24664,6.14391
333.80003,22.25345,6.14016
333.90003,22.25988,6.15757
334.00003,22.26652,6.14202
334.1,22.27349,6.1472
334.2,22.27997,6.15042
334.30003,22.28656,6.1431
334.40003,22.29347,6.15868
334.50003,22.30006,6.14564
334.6,22.30659,6.14521
334.7,22.31334,6.16263
334.80003,22.31999,6.16288
334.90003,22.32663,6.15307
335.00003,22.33338,6.15471
335.1,22.34002,6.12065
335.2,22.34666,6.1533
335.30003,22.35341,6.17081
335.40003,22.35995,6.16082
335.50003,22.36659,6.16344
335.6,22.37329,6.15036
335.7,22.37998,6.16298
335.80003,22.38673,6.16896
335.90003,22.39333,6.15224
336.00003,22.39991,6.17534
336.1,22.40677,6.1598
336.2,22.41325,6.14242
336.30003,22.41984,6.15277
336.40003,22.4267,6.14948
336.50003,22.43334,6.18571
336.6,22.43993,6.15371
336.7,22.44674,6.16088
336.80003,22.45327,6.1507
336.90003,22.45997,6.14419
337.00003,22.46672,6.15541
337.1,22.47331,6.15859
337.2,22.47995,6.17037
337.30003,22.48675,6.16424
337.40003,22.49334,6.17556
337.50003,22.49999,6.15828
337.6,22.50668,6.16239
337.7,22.51338,6.15472
337.80003,22.52002,6.16041
337.90003,22.52661,6.16099
338.00003,22.53331,6.15841
338.1,22.54006,6.15941
338.2,22.54665,6.1614
338.30003,22.55329,6.14669
338.40003,22.56004,6.17127
338.50003,22.56674,6.1838
338.6,22.57327,6.16307
338.7,22.58002,6.1694
338.80003,22.58661,6.16103
338.90003,22.59325,6.16335
339.00003,22.60011,6.16626
339.1,22.60665,6.1638
339.2,22.61324,6.16031
339.30003,22.62015,6.1714
339.40003,22.62663,6.16602
339.50003,22.63322,6.17799
339.6,22.64002,6.17497
339.7,22.64666,6.18668
339.80003,22.65331,6.17145
339.90003,22.66006,6.18886
340.00003,22.6667,6.18503
340.1,22.67334,6.15772
340.2,22.67999,6.18057
340.30003,22.68663,6.1699
340.40003,22.69333,6.17501
340.50003,22.70002,6.18738
340.6,22.70666,6.18518
340.7,22.71341,6.17761
340.80003,22.71995,6.17135
340.90003,22.72665,6.17293
341.00003,22.7334,6.18375
341.1,22.73998,6.1686
341.2,22.74657,6.16396
341.30003,22.75343,6.18352
341.40003,22.76002,6.15265
341.50003,22.76661,6.164
341.6,22.77341,6.18034
341.7,22.78006,6.16561
341.80003,22.78665,6.17593
341.90003,22.7934,6.18267
342.00003,22.79999,6.18708
342.1,22.80663,6.18723
342.2,22.81343,6.17519
342.30003,22.82002,6.19698
342.40003,22.82656,6.15584
342.50003,22.83347,6.17831
342.6,22.84,6.16674
342.7,22.84659,6.18321
342.80003,22.85334,6.18691
342.90003,22.85999,6.17943
343.00003,22.86668,6.17967
343.1,22.87338,6.18387
343.2,22.87997,6.18388
343.30003,22.88672,6.19437
343.40003,22.89331,6.17407
343.50003,22.89995,6.17164
343.6,22.9067,6.17866
343.7,22.91329,6.18629
343.80003,22.91999,6.19913
343.90003,22.92684,6.18329
344.00003,22.93327,6.19175
344.1,22.93997,6.17399
344.2,22.94677,6.15815
344.30003,22.95331,6.19093
344.40003,22.9599,6.17483
344.50003,22.96675,6.19275
344.6,22.97334,6.18654
344.7,22.97999,6.18719
344.80003,22.98674,6.19218
344.90003,22.99338,6.18009
345.00003,22.99997,6.21295
345.1,23.00672,6.17457
345.2,23.01331,6.19481
345.30003,23.01995,6.18402
345.40003,23.0267,6.1917
345.50003,23.03329,6.17188
345.6,23.03998,6.17319
345.7,23.04668,6.18503
345.80003,23.05327,6.17623
345.90003,23.06002,6.2019
346.00003,23.06661,6.17143
346.1,23.07325,6.21338
346.2,23.08011,6.18863
346.30003,23.08659,6.19474
346.40003,23.09324,6.19114
346.50003,23.10015,6.2041
346.6,23.10663,6.21002
346.7,23.11327,6.21291
346.80003,23.12002,6.19614
346.90003,23.12661,6.18987
347.00003,23.13325,6.18288
347.1,23.14011,6.19076
347.2,23.1467,6.20646
347.30003,23.15334,6.22426
347.40003,23.16009,6.21155
347.50003,23.16668,6.20962
347.6,23.17327,6.19712
347.7,23.17997,6.21351
347.80003,23.18672,6.21431
347.90003,23.19336,6.20294
348.00003,23.2,6.20818
348.1,23.20664,6.20088
348.2,23.21334,6.20966
348.30003,23.21999,6.19235
348.40003,23.22657,6.20144
348.50003,23.23338,6.21911
348.6,23.24002,6.18782
348.7,23.24661,6.22785
348.80003,23.25341,6.20186
348.90003,23.25995,6.21165
349.00003,23.26659,6.2089
349.1,23.27345,6.20199
349.2,23.27993,6.21496
349.30003,23.28658,6.20534
349.40003,23.29349,6.19311
349.50003,23.29997,6.22087
349.6,23.30661,6.21946
349.7,23.31341,6.20878
349.80003,23.32,6.20276
349.90003,23.32665,6.21746
350.00003,23.33334,6.22756
350.1,23.33998,6.21243
350.2,23.34668,6.22291
350.30003,23.35338,6.21568
350.40003,23.35997,6.22359
350.50003,23.36672,6.23145
350.6,23.37341,6.21842
350.7,23.38,6.19923
350.80003,23.38665,6.22954
350.90003,23.39329,6.2027
351.00003,23.39998,6.22478
351.1,23.40673,6.21104
351.2,23.41332,6.21906
351.30003,23.41997,6.22571
351.40003,23.42677,6.22416
351.50003,23.43325,6.22539
351.6,23.43984,6.21484
351.7,23.44675,6.22083
351.80003,23.45339,6.20763
351.90003,23.45993,6.21364
352.00003,23.46679,6.22351
352.1,23.47338,6.20758
352.2,23.47997,6.20553
352.30003,23.48672,6.21661
352.40003,23.49325,6.21216
352.50003,23.49995,6.2116
352.6,23.50675,6.22938
352.7,23.51334,6.21331
352.80003,23.51998,6.23188
352.90003,23.52668,6.23725
353.00003,23.53332,6.21232
353.1,23.54002,6.21794
353.2,23.54661,6.22175
353.30003,23.55331,6.22708
353.40003,23.56011,6.2174
353.50003,23.56665,6.24074
353.6,23.57329,6.22305
353.7,23.58009,6.23287
353.80003,23.58668,6.2235
353.90003,23.59327,6.20816
354.00003,23.60002,6.21833
354.1,23.60661,6.22396
354.2,23.61331,6.2162
354.30003,23.62011,6.22915
354.40003,23.62665,6.23294
354.50003,23.63329,6.23408
354.6,23.64009,6.23437
354.7,23.64663,6.22395
354.80003,23.65322,6.22595
354.90003,23.66002,6.22841
355.00003,23.66666,6.2297
355.1,23.67331,6.2348
355.2,23.68006,6.22894
355.30003,23.6867,6.22303
355.40003,23.6934,6.2326
355.50003,23.69998,6.22998
355.6,23.70652,6.22824
355.7,23.71332,6.22875
355.80003,23.72002,6.23438
355.90003,23.72666,6.23648
356.00003,23.73336,6.21285
356.1,23.73995,6.23201
356.2,23.74664,6.23464
356.30003,23.75339,6.2706
356.40003,23.75988,6.22598
356.50003,23.76663,6.22924
356.6,23.77348,6.23071
356.7,23.77997,6.23083
356.80003,23.78661,6.23868
356.90003,23.79341,6.24228
357.00003,23.8,6.23706
357.1,23.80659,6.23405
357.2,23.81334,6.22166
357.30003,23.81998,6.23153
357.40003,23.82663,6.24496
357.50003,23.83338,6.23506
357.6,23.84002,6.23487
357.7,23.84661,6.22954
357.80003,23.85341,6.24871
357.90003,23.86,6.21848
358.00003,23.86659,6.24399
358.1,23.87329,6.23511
358.2,23.87998,6.24284
358.30003,23.88673,6.24816
358.40003,23.89327,6.26995
358.50003,23.89997,6.2385
358.6,23.90682,6.25418
358.7,23.91331,6.25464
358.80003,23.91984,6.23796
358.90003,23.9267,6.24913
359.00003,23.93329,6.24977
359.1,23.93993,6.2401
359.2,23.94679,6.2748
359.30003,23.95332,6.26347
359.40003,23.95997,6.24433
359.50003,23.96677,6.24457
359.6,23.97325,6.24571
359.7,23.9799,6.24884
359.80003,23.98675,6.24383
359.90003,23.99339,6.23444
360.00003,23.99998,6.27429
360.1,24.00673,6.23835
360.2,24.01338,6.24998
360.30003,24.01997,6.2554
360.40003,24.02661,6.25259
360.50003,24.03331,6.2525
360.6,24.04005,6.23777
360.7,24.0467,6.27039
360.80003,24.05329,6.25812
360.90003,24.06004,6.23677
361.00003,24.06668,6.23665
361.1,24.07327,6.23855
361.2,24.08002,6.24171
361.30003,24.08661,6.24739
361.40003,24.09331,6.24371
361.50003,24.10016,6.24225
361.6,24.10664,6.24014
361.7,24.11323,6.25759
361.80003,24.12015,6.27878
361.90003,24.12663,6.26769
362.00003,24.13327,6.26752
362.1,24.14002,6.26089
362.2,24.14666,6.25882
362.30003,24.15331,6.26824
362.40003,24.16006,6.24689
362.50003,24.16665,6.25918
362.6,24.17334,6.26711
362.7,24.18004,6.26853
362.80003,24.18663,6.27594
362.90003,24.19327,6.25304
363.00003,24.19997,6.26241
363.1,24.20666,6.22935
363.2,24.21336,6.27258
363.30003,24.21995,6.25789
363.40003,24.2267,6.26648
363.50003,24.23345,6.27368
363.6,24.23993,6.26341
363.7,24.24657,6.24425
363.80003,24.25343,6.26447
363.90003,24.25997,6.26543
364.00003,24.26661,6.2777
364.1,24.27341,6.24526
364.2,24.28,6.28323
364.30003,24.28659,6.28362
364.40003,24.29339,6.27325
364.50003,24.29998,6.28151
364.6,24.30663,6.27616
364.7,24.31343,6.27068
364.80003,24.32002,6.2877
364.90003,24.32661,6.27357
365.00003,24.33341,6.29416
365.1,24.33995,6.27151
365.2,24.34664,6.27958
365.30003,24.35334,6.28459
365.40003,24.35998,6.28119
365.50003,24.36668,6.27863
365.6,24.37338,6.26092
365.7,24.37997,6.24927
365.80003,24.38672,6.26841
365.90003,24.39331,6.27893
366.00003,24.39995,6.26824
366.1,24.4067,6.26762
366.2,24.41329,6.27099
366.30003,24.41993,6.29224
366.40003,24.42673,6.28168
366.50003,24.43332,6.26278
366.6,24.43996,6.28221
366.7,24.44682,6.26449
366.80003,24.45331,6.29136
366.90003,24.45995,6.27519
367.00003,24.4667,6.2639
367.1,24.47334,6.25905
367.2,24.47998,6.27741
367.30003,24.48673,6.27999
367.40003,24.49338,6.2662
367.50003,24.49997,6.27831
367.6,24.50672,6.2788
367.7,24.5133,6.27291
367.80003,24.51995,6.25745
367.90003,24.52675,6.28078
368.00003,24.53334,6.2982
368.1,24.53998,6.27529
368.2,24.54668,6.29046
368.30003,24.55327,6.27656
368.40003,24.56002,6.30318
368.50003,24.56661,6.27224
368.6,24.5733,6.27287
368.7,24.58011,6.28794
368.80003,24.58659,6.29629
368.90003,24.59329,6.27706
369.00003,24.60009,6.28465
369.1,24.60663,6.26512
369.2,24.61327,6.28844
369.30003,24.62007,6.28811
369.40003,24.62666,6.29408
369.50003,24.63331,6.27961
369.6,24.64011,6.2808
369.7,24.64664,6.30195
369.80003,24.65329,6.29357
369.90003,24.66015,6.29215
370.00003,24.66668,6.29931
370.1,24.67327,6.30495
370.2,24.68002,6.29649
370.30003,24.68666,6.31538
370.40003,24.69331,6.28045
370.50003,24.7,6.30133
370.6,24.7067,6.26522
370.7,24.71339,6.28579
370.80003,24.71998,6.31747
370.90003,24.72657,6.29667
371.00003,24.73338,6.29692
371.1,24.73997,6.27393
371.2,24.74661,6.30517
371.30003,24.75346,6.30045
371.40003,24.76,6.30418
371.50003,24.76659,6.29866
371.6,24.77345,6.30067
371.7,24.77988,6.32482
371.80003,24.78652,6.28715
371.90003,24.79348,6.30042
372.00003,24.80002,6.29824
372.1,24.80661,6.29577
372.2,24.81341,6.30569
372.30003,24.81995,6.29717
372.40003,24.82659,6.29715
372.50003,24.83334,6.28208
372.6,24.83998,6.29468
372.7,24.84668,6.2947
372.80003,24.85338,6.31418
372.90003,24.86002,6.31702
373.00003,24.86672,6.2945
373.1,24.87331,6.29832
373.2,24.88,6.29624
373.30003,24.8867,6.31547
373.40003,24.89329,6.30715
373.50003,24.89998,6.30513
373.6,24.90673,6.299
373.7,24.91327,6.33041
373.80003,24.91991,6.30834
373.90003,24.92677,6.29017
374.00003,24.93331,6.32387
374.1,24.93989,6.29303
374.2,24.94675,6.33737
374.30003,24.95334,6.31279
374.40003,24.95993,6.30372
374.50003,24.96673,6.31528
374.6,24.97338,6.29274
374.7,24.97997,6.31761
374.80003,24.98671,6.31815
374.90003,24.99331,6.31229
375.00003,24.99995,6.3331
375.1,25.00675,6.29067
375.2,25.01334,6.29919
375.30003,25.01998,6.30646
375.40003,25.02668,6.33915
375.50003,25.03332,6.2994
375.6,25.04002,6.30397
375.7,25.04655,6.32965
375.80003,25.05325,6.32021
375.90003,25.06011,6.33421
376.00003,25.0667,6.31609
376.1,25.07329,6.30404
376.2,25.08009,6.33473
376.30003,25.08668,6.32348
376.40003,25.09322,6.31491
376.50003,25.10002,6.30915
376.6,25.10666,6.3149
376.7,25.1133,6.32975
376.80003,25.12016,6.3126
376.90003,25.12665,6.32695
377.00003,25.13329,6.31569
377.1,25.14009,6.31976
377.2,25.14668,6.31827
377.30003,25.15327,6.33329
377.40003,25.16002,6.31848
377.50003,25.16672,6.31156
377.6,25.1733,6.32156
377.7,25.18006,6.33773
377.80003,25.18664,6.33309
377.90003,25.19334,6.3101
378.00003,25.19998,6.34791
378.1,25.20652,6.33253
378.2,25.21332,6.3109
378.30003,25.22002,6.32626
378.40003,25.22661,6.33368
378.50003,25.23341,6.32089
378.6,25.23995,6.32623
378.7,25.24664,6.32892
378.80003,25.25345,6.31874
378.90003,25.25988,6.35934
379.00003,25.26657,6.34375
379.1,25.27343,6.30822
379.2,25.28002,6.35365
379.30003,25.28661,6.32315
379.40003,25.29346,6.32509
379.50003,25.30006,6.33594
379.6,25.30659,6.32146
379.7,25.31334,6.33538
379.80003,25.31993,6.32908
379.90003,25.32668,6.32468
380.00003,25.33348,6.32621
380.1,25.34002,6.32843
380.2,25.34661,6.35427
380.30003,25.35341,6.31755
380.40003,25.35995,6.36412
380.50003,25.36659,6.35292
380.6,25.37329,6.33994
380.7,25.38004,6.34758
380.80003,25.38673,6.33398
380.90003,25.39332,6.34819
381.00003,25.39991,6.33471
381.1,25.40677,6.33532
381.2,25.41331,6.3355
381.30003,25.41989,6.33192
381.40003,25.4267,6.34099
381.50003,25.43334,6.35126
381.6,25.43998,6.33941
381.7,25.44673,6.35073
381.80003,25.45327,6.34354
381.90003,25.45997,6.35114
382.00003,25.46677,6.34605
382.1,25.47325,6.36448
382.2,25.47989,6.34035
382.30003,25.48675,6.36616
382.40003,25.49334,6.3354
382.50003,25.49993,6.34202
382.6,25.50673,6.34433
382.7,25.51338,6.3356
382.80003,25.52002,6.34986
382.90003,25.52666,6.34907
383.00003,25.53331,6.33816
383.1,25.54,6.34361
383.2,25.54664,6.34916
383.30003,25.55329,6.34582
383.40003,25.56009,6.34782
383.50003,25.56668,6.35428
383.6,25.57327,6.33888
383.7,25.58002,6.34553
383.80003,25.58661,6.36592
383.90003,25.5933,6.36561
384.00003,25.60016,6.35166
384.1,25.60664,6.35752
384.2,25.61323,6.35466
384.30003,25.62014,6.35555
384.40003,25.62663,6.3667
384.50003,25.63316,6.34646
384.6,25.64002,6.33637
384.7,25.64666,6.35224
384.80003,25.65331,6.34587
384.90003,25.66005,6.34427
385.00003,25.66664,6.36206
385.1,25.67334,6.33997
385.2,25.68004,6.34865
385.30003,25.68663,6.34664
385.40003,25.69332,6.3627
385.50003,25.70002,6.36576
385.6,25.70666,6.33144
385.7,25.71336,6.34426
385.80003,25.71995,6.37263
385.90003,25.72664,6.35938
386.00003,25.73345,6.36846
386.1,25.73993,6.35658
386.2,25.74657,6.37108
386.30003,25.75343,6.35856
386.40003,25.75997,6.35837
386.50003,25.76655,6.37261
386.6,25.77341,6.34718
386.7,25.78005,6.359
386.80003,25.78659,6.37287
386.90003,25.79339,6.36257
387.00003,25.79998,6.36185
387.1,25.80662,6.35233
387.2,25.81343,6.37303
387.30003,25.82002,6.33894
387.40003,25.82661,6.36711
387.50003,25.83347,6.38348
387.6,25.84,6.35717
387.7,25.84659,6.36976
387.80003,25.85329,6.36137
387.90003,25.85998,6.37593
388.00003,25.86673,6.36826
388.1,25.87332,6.36223
388.2,25.87996,6.37633
388.30003,25.88677,6.37214
388.40003,25.89331,6.37438
388.50003,25.89989,6.36828
388.6,25.9067,6.36626
388.7,25.91334,6.37117
388.80003,25.91993,6.37424
388.90003,25.92679,6.3729
389.00003,25.93332,6.37808
389.1,25.93996,6.37833
