(sec),(mm),(kgf)
99.50001,6.63332,4.37995
99.60001,6.64012,4.39213
99.70001,6.64666,4.36525
99.8,6.65335,4.37854
99.9,6.66005,4.37739
100.00001,6.66669,4.40048
100.10001,6.67328,4.37318
100.20001,6.68003,4.40437
100.3,6.68667,4.38615
100.4,6.69337,4.39428
100.50001,6.70001,4.40021
100.60001,6.70666,4.38755
100.70001,6.71341,4.41036
100.8,6.72,4.40207
100.9,6.72658,4.41732
101.00001,6.73339,4.39471
101.10001,6.73998,4.3992
101.20001,6.74657,4.40721
101.3,6.75337,4.40239
101.4,6.76001,4.40841
101.50001,6.7666,4.40692
101.60001,6.77346,4.40826
101.70001,6.77989,4.43145
101.8,6.78653,4.42101
101.9,6.79344,4.41895
102.00001,6.79998,4.40829
102.10001,6.80662,4.38914
102.20001,6.81342,4.41301
102.3,6.82001,4.40913
102.4,6.8266,4.41955
102.50001,6.8333,4.44046
102.60001,6.84,4.43686
102.70001,6.84669,4.42341
102.8,6.85339,4.43564
102.9,6.85998,4.413
103.00001,6.86673,4.43136
103.10001,6.87337,4.4389
103.20001,6.87996,4.41851
103.3,6.88666,4.44869
103.4,6.8933,4.44718
103.50001,6.9,4.44541
103.60001,6.90675,4.43586
103.70001,6.91333,4.44233
103.8,6.91992,4.45448
103.9,6.92678,4.44305
104.00001,6.93332,4.45051
104.10001,6.93991,4.448
104.20001,6.94671,4.4554
104.3,6.95335,4.45743
104.4,6.95994,4.46478
104.50001,6.96675,4.466
104.60001,6.97333,4.44144
104.70001,6.97998,4.47035
104.8,6.98673,4.46629
104.9,6.99326,4.44275
105.00001,6.99996,4.45183
105.10001,7.00676,4.45506
105.20001,7.01335,4.45691
105.3,7.02,4.45963
105.4,7.02669,4.47025
105.50001,7.03333,4.46181
105.60001,7.04003,4.46062
105.70001,7.04662,4.48131
105.8,7.05326,4.48611
105.9,7.06007,4.4789
106.00001,7.06666,4.47338
106.10001,7.0733,4.47765
106.20001,7.0801,4.4757
106.3,7.08669,4.48674
106.4,7.09328,4.49346
106.50001,7.10003,4.48309
106.60001,7.10662,4.46158
106.70001,7.11332,4.48811
106.8,7.12017,4.48898
106.9,7.12671,4.49586
107.00001,7.1333,4.49275
107.10001,7.1401,4.49562
107.20001,7.14664,4.47675
107.3,7.15323,4.47935
107.4,7.16003,4.49954
107.50001,7.16667,4.5299
107.60001,7.17332,4.49941
107.70001,7.18007,4.50829
107.8,7.18666,4.5144
107.9,7.19335,4.51705
108.00001,7.2,4.48952
108.10001,7.20658,4.51737
108.20001,7.21333,4.50594
108.3,7.22003,4.49389
108.4,7.22667,4.51268
108.50001,7.23342,4.50857
108.60001,7.23996,4.49289
108.70001,7.24666,4.47898
108.8,7.25346,4.51631
108.9,7.25989,4.50732
109.00001,7.26653,4.5194
109.10001,7.2735,4.5156
109.20001,7.27998,4.52572
109.3,7.28657,4.50679
109.4,7.29348,4.5264
109.50001,7.30007,4.50665
109.60001,7.3066,4.51964
109.70001,7.31335,4.52069
109.8,7.32,4.50427
109.9,7.32664,4.52976
110.00001,7.33339,4.50504
110.10001,7.34003,4.52114
110.20001,7.34662,4.53893
110.3,7.35342,4.52432
110.4,7.35996,4.52536
110.50001,7.3666,4.52906
110.60001,7.37325,4.52509
110.70001,7.38,4.54339
110.8,7.38675,4.53461
110.9,7.39333,4.55105
111.00001,7.39992,4.53409
111.10001,7.40678,4.52806
111.20001,7.41326,4.53086
111.3,7.41985,4.54461
111.4,7.42671,4.54804
111.50001,7.43335,4.54571
111.60001,7.43994,4.5403
111.70001,7.4468,4.53976
111.8,7.45328,4.54427
111.9,7.45992,4.54121
112.00001,7.46673,4.54853
112.10001,7.47332,4.54601
112.20001,7.47991,4.56454
112.3,7.48676,4.55482
112.4,7.49335,4.55748
112.50001,7.5,4.53779
112.60001,7.50669,4.54216
112.70001,7.51339,4.55772
112.8,7.52003,4.55524
112.90001,7.52662,4.56745
113.00001,7.53332,4.569
113.10001,7.54001,4.5515
113.20001,7.5466,4.58942
113.3,7.5533,4.56241
113.40001,7.56005,4.5971
113.50001,7.56669,4.55021
113.60001,7.57328,4.55484
113.70001,7.58003,4.54794
113.8,7.58662,4.59949
113.90001,7.59321,4.58201
114.00001,7.60012,4.56075
114.10001,7.60666,4.56397
114.20001,7.61325,4.57801
114.3,7.62016,4.56785
114.40001,7.62664,4.58989
114.50001,7.63323,4.59956
114.60001,7.64003,4.58314
114.70001,7.64667,4.57171
114.8,7.65332,4.59787
114.90001,7.66007,4.60239
115.00001,7.66666,4.58836
115.10001,7.67335,4.58598
115.20001,7.68,4.60568
115.3,7.68658,4.58547
115.40001,7.69328,4.60637
115.50001,7.70003,4.59928
115.60001,7.70667,4.58203
115.70001,7.71337,4.59301
115.8,7.71996,4.59998
115.90001,7.72666,4.62138
116.00001,7.73335,4.60878
116.10001,7.73994,4.58964
116.20001,7.74658,4.61993
116.3,7.75339,4.59478
116.40001,7.75998,4.60334
116.50001,7.76662,4.60591
116.60001,7.77342,4.6046
116.70001,7.78001,4.62438
116.8,7.7866,4.6077
116.90001,7.79341,4.61712
117.00001,7.8,4.60733
117.10001,7.80664,4.61708
117.20001,7.81344,4.60231
117.3,7.82003,4.62851
117.40001,7.82662,4.62014
117.50001,7.83348,4.63048
117.60001,7.83996,4.63992
117.70001,7.8466,4.6053
117.8,7.8533,4.6245
117.90001,7.85994,4.63293
118.00001,7.86669,4.63635
118.10001,7.87333,4.62562
118.20001,7.87998,4.6419
118.3,7.88678,4.6605
118.40001,7.89332,4.63286
118.50001,7.89991,4.64388
118.60001,7.90671,4.6412
118.70001,7.9133,4.63423
118.8,7.91994,4.63604
118.90001,7.9268,4.62461
119.00001,7.93328,4.64463
119.10001,7.93998,4.63808
119.20001,7.94678,4.66487
119.3,7.95326,4.65192
119.40001,7.95991,4.65777
119.50001,7.96676,4.64476
119.60001,7.97335,4.63175
119.70001,7.97999,4.64793
119.8,7.98674,4.65711
119.90001,7.99339,4.65484
120.00001,7.99992,4.63402
120.10001,8.00673,4.63793
120.20001,8.01332,4.65492
120.3,8.01996,4.66364
120.40001,8.02671,4.67494
120.50001,8.03335,4.64908
120.60001,8.03999,4.66225
120.70001,8.04664,4.65679
120.8,8.05328,4.67691
120.90001,8.06008,4.66218
121.00001,8.06662,4.67538
121.10001,8.07326,4.66941
121.20001,8.08012,4.66153
121.3,8.0866,4.66102
121.40001,8.09324,4.6928
121.50001,8.10015,4.67344
121.60001,8.10664,4.65964
121.70001,8.11328,4.66281
121.8,8.12003,4.69537
121.90001,8.12662,4.69593
122.00001,8.13326,4.67067
122.10001,8.14012,4.67101
122.20001,8.14671,4.69128
122.3,8.15335,4.69706
122.40001,8.1601,4.68945
122.50001,8.16669,4.69408
122.60001,8.17328,4.68515
122.70001,8.18003,4.69578
122.8,8.18667,4.69259
122.90001,8.19337,4.69128
123.00001,8.20001,4.69391
123.10001,8.20671,4.70294
123.20001,8.21335,4.69595
123.3,8.21994,4.69731
123.40001,8.22658,4.70427
123.50001,8.23339,4.69633
123.60001,8.24003,4.70146
123.70001,8.24662,4.68667
123.8,8.25342,4.71411
123.90001,8.25996,4.70516
124.00001,8.2666,4.7034
124.10001,8.27346,4.67575
124.20001,8.27994,4.69165
124.3,8.28653,4.70569
124.40001,8.29349,4.69609
124.50001,8.29998,4.71335
124.60001,8.30662,4.72116
124.70001,8.31342,4.70012
124.8,8.32001,4.69651
124.90001,8.3266,4.72002
125.00001,8.33335,4.70706
125.10001,8.33999,4.72087
125.20001,8.34664,4.7025
125.3,8.35339,4.73051
125.40001,8.35998,4.7174
125.50001,8.36673,4.70881
125.60001,8.37337,4.71258
125.70001,8.37996,4.7118
125.8,8.38665,4.73745
125.90001,8.39324,4.72823
126.00001,8.39999,4.70214
126.10001,8.40674,4.72069
126.20001,8.41333,4.73413
126.3,8.41992,4.75166
126.40001,8.42678,4.71269
126.50001,8.43332,4.74274
126.60001,8.43985,4.71228
126.70001,8.44671,4.72141
126.8,8.45335,4.73674
126.90001,8.45999,4.76128
127.00001,8.46674,4.74231
127.10001,8.47333,4.7357
127.20001,8.47998,4.72902
127.3,8.48673,4.74784
127.40001,8.49326,4.73303
127.50001,8.49996,4.7223
127.60001,8.50676,4.7497
127.70001,8.51335,4.755
127.8,8.51999,4.74209
127.90001,8.52669,4.76312
128,8.53333,4.76055
128.10001,8.54003,4.73906
128.20002,8.54662,4.75231
128.3,8.55326,4.75682
128.40001,8.56007,4.77027
128.5,8.56666,4.73755
128.60001,8.57324,4.75739
128.70002,8.5801,4.7672
128.8,8.58669,4.75579
128.90001,8.59328,4.78385
129,8.60003,4.76524
129.10001,8.60662,4.76488
129.20002,8.61332,4.7421
129.3,8.62012,4.76903
129.40001,8.62665,4.75927
129.5,8.6333,4.76549
129.60001,8.64016,4.75215
129.70002,8.64664,4.77699
129.8,8.65323,4.78252
129.90001,8.66003,4.77121
130,8.66667,4.75612
130.10001,8.67332,4.76108
130.20002,8.68007,4.78273
130.3,8.68666,4.80401
130.40001,8.69335,4.79533
130.5,8.69999,4.78155
130.60001,8.70658,4.77638
130.70002,8.71333,4.78258
130.8,8.72003,4.78109
130.90001,8.72667,4.78442
131,8.73337,4.77875
131.1,8.73996,4.79982
131.20002,8.7466,4.7727
131.3,8.7534,4.78153
131.40002,8.75989,4.77348
131.5,8.76658,4.78958
131.6,8.77349,4.78102
131.70002,8.77998,4.76875
131.8,8.78657,4.8146
131.90002,8.79342,4.79651
132,8.80001,4.80511
132.1,8.8066,4.79313
132.20002,8.81335,4.81346
132.3,8.81999,4.80068
132.40002,8.82664,4.78635
132.5,8.83344,4.79056
132.6,8.84003,4.7871
132.70002,8.84662,4.79788
132.8,8.85342,4.81238
132.90002,8.86001,4.80295
133,8.8666,4.81283
133.1,8.8733,4.7874
133.20002,8.87999,4.81445
133.3,8.88674,4.807
133.40002,8.89328,4.82565
133.5,8.89992,4.81243
133.6,8.90683,4.79609
133.70002,8.91332,4.82327
133.8,8.91985,4.80822
133.90002,8.92671,4.81148
134,8.9333,4.80537
134.1,8.93994,4.79569
134.20002,8.9468,4.81632
134.3,8.95328,4.82668
134.40002,8.95998,4.80817
134.5,8.96678,4.81882
134.6,8.97326,4.82751
134.70002,8.9799,4.84008
134.8,8.98676,4.82933
134.90002,8.99335,4.83072
135,8.99994,4.83034
135.1,9.00669,4.83294
135.20002,9.01339,4.83825
135.3,9.01998,4.82292
135.40002,9.02662,4.83835
135.5,9.03332,4.84374
135.6,9.04007,4.82536
135.70002,9.04671,4.83946
135.8,9.0533,4.83317
135.90002,9.06005,4.85142
136,9.06669,4.82991
136.1,9.07328,4.82721
136.20002,9.08003,4.84464
136.3,9.08662,4.842
136.40002,9.09326,4.85319
136.5,9.10012,4.84723
136.6,9.10665,4.84272
136.70002,9.11324,4.85836
136.8,9.12016,4.85207
136.90002,9.12664,4.86059
137,9.13317,4.85557
137.1,9.14003,4.85378
137.20002,9.14667,4.84695
137.3,9.15332,4.85062
137.40002,9.16007,4.85035
137.5,9.16666,4.87145
137.6,9.17335,4.85275
137.70002,9.18005,4.86281
137.8,9.18664,4.86549
137.90002,9.19328,4.84956
138,9.19998,4.85441
138.1,9.20667,4.85351
138.20002,9.21342,4.86477
138.3,9.21996,4.87523
138.40002,9.22665,4.86921
138.5,9.2334,4.86778
138.6,9.23994,4.84999
138.70002,9.24653,4.86955
138.8,9.25339,4.85602
138.90002,9.26003,4.86229
139,9.26662,4.87366
139.1,9.27342,4.87629
139.20002,9.28001,4.8692
139.3,9.2866,4.88037
139.40002,9.29335,4.85578
139.5,9.29994,4.88388
139.6,9.30664,4.851
139.70002,9.31344,4.89021
139.8,9.32003,4.88931
139.90002,9.32657,4.88562
140,9.33342,4.88788
140.1,9.33996,4.88
140.20002,9.3466,4.8909
140.3,9.35335,4.88753
140.40002,9.35999,4.88127
140.5,9.36669,4.89299
140.6,9.37333,4.88035
140.70002,9.37998,4.88401
140.8,9.38673,4.89014
140.90002,9.39331,4.91405
141,9.39991,4.87048
141.1,9.40671,4.89355
141.20002,9.4133,4.90576
141.3,9.41994,4.90573
141.40002,9.42674,4.90248
141.5,9.43328,4.90773
141.6,9.44003,4.89116
141.70002,9.44678,4.90668
141.8,9.45332,4.89013
141.90002,9.4599,4.92665
142,9.46676,4.89469
142.1,9.47335,4.8778
142.20002,9.47994,4.91095
142.3,9.48674,4.90554
142.40002,9.49339,4.89201
142.5,9.49998,4.88357
142.6,9.50667,4.90971
142.70002,9.51332,4.90559
142.8,9.51996,4.89776
142.90002,9.52671,4.89867
143,9.53335,4.92386
143.1,9.53999,4.92089
143.20002,9.54669,4.91938
143.3,9.55328,4.91308
143.40002,9.56003,4.92693
143.5,9.56657,4.90135
143.6,9.57326,4.92113
143.70002,9.58012,4.91655
143.8,9.58665,4.92222
143.90002,9.59324,4.94224
144,9.6001,4.93085
144.1,9.60658,4.92531
144.20002,9.61328,4.93415
144.3,9.62008,4.91844
144.40002,9.62662,4.93344
144.5,9.63331,4.92114
144.6,9.64012,4.90506
144.70002,9.64665,4.93499
144.8,9.6533,4.9192
144.90002,9.6601,4.92175
145,9.66669,4.92808
145.1,9.67328,4.91431
145.20002,9.68003,4.92234
145.3,9.68667,4.92544
145.40002,9.69332,4.92204
145.5,9.69996,4.94476
145.6,9.70671,4.9225
145.70002,9.71341,4.93514
145.8,9.71999,4.94569
145.90002,9.72658,4.94119
146,9.73339,4.93481
146.1,9.73998,4.93063
146.20002,9.74662,4.94424
146.3,9.75342,4.95251
146.40002,9.75996,4.93603
146.5,9.7666,4.93566
146.6,9.77346,4.95106
146.70002,9.77994,4.93751
146.8,9.78653,4.96052
146.90002,9.79349,4.95009
147,9.80003,4.95932
147.1,9.80662,4.95315
147.20002,9.81342,4.93758
147.3,9.82001,4.94529
147.40002,9.8266,4.95217
147.5,9.83335,4.97143
147.6,9.83999,4.94964
147.70002,9.84669,4.95923
147.8,9.85339,4.97099
147.90002,9.86003,4.96227
148,9.86667,4.96112
148.1,9.87331,4.95678
148.20002,9.87996,4.96173
148.3,9.88671,4.99017
148.40002,9.8933,4.98556
148.5,9.89999,4.96814
148.6,9.90674,4.95671
148.70002,9.91328,4.97051
148.8,9.91992,4.96999
148.90002,9.92678,4.9639
149,9.93332,4.97872
149.1,9.9399,4.96357
149.20002,9.94676,4.94182
149.3,9.95335,4.97892
149.40002,9.95994,4.97936
149.5,9.96674,4.97765
149.6,9.97333,4.97169
149.70002,9.97997,4.97505
149.8,9.98673,4.96914
149.90002,9.99331,4.99152
150,9.99996,4.98261
150.1,10.00671,4.98127
150.20002,10.01335,4.98152
150.3,10.01999,4.98195
150.40002,10.02669,4.97979
150.5,10.03333,4.97575
150.6,10.04003,4.99377
150.70002,10.04656,4.98453
150.8,10.05326,4.97666
150.90002,10.06012,4.96929
151,10.06671,4.98854
151.1,10.07324,4.98261
151.20002,10.0801,4.994
151.3,10.08664,4.99746
151.40002,10.09328,4.99677
151.5,10.10003,4.98669
151.6,10.10662,4.97235
151.70002,10.11331,4.97051
151.8,10.12012,4.98616
151.90002,10.12665,4.98463
152,10.13324,5.00883
152.1,10.1401,4.992
152.20002,10.14669,4.98768
152.3,10.15323,5.02224
152.40002,10.16003,5.01551
152.5,10.16673,4.99952
152.6,10.17331,5.00916
152.70002,10.18006,5.00775
152.8,10.18665,5.01491
152.90002,10.1934,5.00415
153,10.20005,5.02115
153.1,10.20658,5.02314
153.20002,10.21333,5.01123
153.3,10.22003,5.00312
153.40002,10.22662,5.02835
153.5,10.23342,5.01414
153.6,10.23996,5.00313
153.70002,10.24665,5.01449
153.8,10.2534,5.01173
153.90002,10.25989,5.02349
154,10.26653,5.03076
154.1,10.27344,5.00622
154.20002,10.27998,5.03032
154.3,10.28662,5.00151
154.40002,10.29348,5.01517
154.5,10.30006,5.0482
154.6,10.3066,5.01631
154.70002,10.31335,5.0328
154.8,10.31994,5.01143
154.90002,10.32664,5.03622
155,10.33344,5.02992
155.1,10.34003,5.0407
155.20002,10.34667,5.03108
155.3,10.35342,5.00547
155.40002,10.35996,5.01784
155.5,10.3666,5.02031
155.6,10.3733,5.03575
155.70002,10.37999,5.02335
155.8,10.38674,5.03387
155.90002,10.39333,5.03648
156,10.39992,5.01269
156.1,10.40678,5.03177
156.20002,10.41326,5.03853
156.3,10.41985,5.04426
156.40002,10.42671,5.01483
156.5,10.43335,5.0278
156.6,10.43994,5.00479
156.70002,10.44674,5.02759
156.8,10.45328,5.0158
156.90002,10.45997,5.05145
157,10.46678,5.02529
157.1,10.47326,5.03973
157.20002,10.4799,5.03445
157.3,10.48676,5.04763
157.40002,10.49335,5.04303
157.5,10.49994,5.05064
157.6,10.50674,5.03331
157.70002,10.51339,5.0273
157.8,10.51998,5.06315
157.90002,10.52662,5.03692
158,10.53326,5.05582
158.1,10.54001,5.03555
158.20002,10.54665,5.04814
158.3,10.5533,5.0547
158.40002,10.56005,5.05458
158.5,10.56669,5.0506
158.6,10.57328,5.05897
158.70002,10.58003,5.06419
158.8,10.58662,5.02618
158.90002,10.59326,5.0541
159,10.60012,5.06405
159.1,10.60665,5.03622
159.20002,10.61324,5.04449
159.3,10.62021,5.06354
159.40002,10.62664,5.05883
159.5,10.63317,5.07282
159.6,10.64008,5.01872
159.70002,10.64667,5.05604
159.8,10.65332,5.04274
159.90002,10.66006,5.06004
160,10.66665,5.07129
160.1,10.6733,5.04655
160.20002,10.67999,5.05507
160.3,10.68664,5.06264
160.40002,10.69328,5.05279
160.5,10.70003,5.07293
160.6,10.70667,5.06
160.70002,10.71337,5.05129
160.8,10.71996,5.05219
160.90002,10.7266,5.0553
161.00002,10.7334,5.06426
161.1,10.73994,5.04375
161.20002,10.74658,5.06423
161.3,10.75339,5.07737
161.40002,10.75998,5.07306
161.50002,10.76657,5.07022
161.6,10.77342,5.06995
161.70002,10.78001,5.05834
161.8,10.7866,5.0882
161.90002,10.7934,5.0707
162.00002,10.79999,5.06808
162.1,10.80658,5.07011
162.20002,10.81339,5.07233
162.3,10.82003,5.07153
162.40002,10.82662,5.07781
162.50002,10.83342,5.09493
162.6,10.84001,5.06414
162.70002,10.84665,5.11819
162.8,10.8533,5.08747
162.90002,10.85994,5.06529
163.00002,10.86674,5.09501
163.1,10.87339,5.07909
163.20002,10.87997,5.09239
163.3,10.88672,5.08842
163.40002,10.89331,5.09338
163.50002,10.8999,5.09682
163.6,10.90671,5.07072
163.70002,10.9133,5.08406
163.8,10.91994,5.07634
163.90002,10.9268,5.08966
164.00002,10.93328,5.09863
164.1,10.93992,5.06938
164.20002,10.94678,5.09774
164.3,10.95331,5.07876
164.40002,10.9599,5.09263
164.50002,10.96676,5.08034
164.6,10.97335,5.09154
164.70002,10.97999,5.10295
164.8,10.98669,5.07566
164.90002,10.99339,5.08892
165.00002,10.99997,5.08639
165.1,11.00673,5.09217
165.20002,11.01331,5.10797
165.3,11.01996,5.0955
165.40002,11.02671,5.09515
165.50002,11.0333,5.09884
165.6,11.03999,5.0981
165.70002,11.04669,5.11187
165.8,11.05328,5.09267
165.90002,11.06003,5.10255
166.00002,11.06662,5.11454
166.1,11.07321,5.09928
166.20002,11.08006,5.11455
166.3,11.08665,5.10084
166.40002,11.0933,5.09919
166.50002,11.1001,5.11177
166.6,11.10664,5.09818
166.70002,11.11328,5.11185
166.8,11.12003,5.1109
166.90002,11.12662,5.10389
167.00002,11.13331,5.11554
167.1,11.14012,5.08486
167.20002,11.14665,5.11034
167.3,11.15335,5.13019
167.40002,11.1601,5.13136
167.50002,11.16664,5.10055
167.6,11.17328,5.11102
167.70002,11.18003,5.11577
167.8,11.18667,5.13388
167.90002,11.19337,5.12033
168.00002,11.20001,5.1247
168.1,11.20665,5.11605
168.20002,11.21335,5.14661
168.3,11.21999,5.13897
168.40002,11.22658,5.10959
168.50002,11.23339,5.13348
168.6,11.24003,5.11033
168.70002,11.24662,5.13085
168.8,11.25342,5.13043
168.90002,11.25996,5.12368
169.00002,11.2666,5.13162
169.1,11.27346,5.13556
169.20002,11.27994,5.11823
169.3,11.28658,5.13282
169.40002,11.29349,5.13783
169.50002,11.29998,5.13727
169.6,11.30656,5.12642
169.70002,11.31347,5.12254
169.8,11.32001,5.13431
169.90002,11.3266,5.1322
170.00002,11.33335,5.14062
170.1,11.33999,5.11829
170.20002,11.34663,5.14751
170.3,11.35339,5.15456
170.40002,11.36003,5.1348
170.50002,11.36672,5.14237
170.6,11.37337,5.11794
170.70002,11.37996,5.13403
170.8,11.38665,5.1554
170.90002,11.39324,5.15047
171.00002,11.39999,5.1649
171.1,11.40674,5.14251
171.20002,11.41333,5.14903
171.3,11.41992,5.16617
171.40002,11.42678,5.15786
171.50002,11.43326,5.15961
171.6,11.43985,5.12937
171.70002,11.44676,5.15409
171.8,11.45335,5.15511
171.90002,11.45994,5.14995
172.00002,11.4668,5.14949
172.1,11.47333,5.14133
172.20002,11.47992,5.16811
172.3,11.48672,5.15047
172.40002,11.49331,5.16165
172.50002,11.4999,5.14853
172.6,11.50676,5.15204
172.70002,11.51335,5.15708
172.8,11.51994,5.14501
172.90002,11.52664,5.16971
173.00002,11.53339,5.16631
173.1,11.54003,5.16629
173.20002,11.54656,5.16185
173.3,11.55326,5.1686
173.40002,11.56012,5.15713
173.50002,11.56665,5.1663
173.6,11.57324,5.17008
173.70002,11.5801,5.16686
173.8,11.58669,5.1638
173.90002,11.59328,5.1557
174.00002,11.60003,5.15251
174.1,11.60662,5.15456
174.20002,11.61326,5.18392
174.3,11.62012,5.16843
174.40002,11.62671,5.17467
174.50002,11.6333,5.16963
174.6,11.64015,5.17665
174.70002,11.64669,5.17874
174.8,11.65322,5.18542
174.90002,11.66003,5.17685
175.00002,11.66672,5.18628
175.1,11.67331,5.165
175.20002,11.68001,5.20409
175.3,11.68665,5.19368
175.40002,11.69335,5.19998
175.50002,11.69999,5.19489
175.6,11.70653,5.18829
175.70002,11.71333,5.16854
175.8,11.72003,5.18926
175.90002,11.72667,5.1913
176.00002,11.73342,5.19659
176.1,11.73996,5.17678
176.20002,11.7466,5.20184
176.3,11.7534,5.18268
176.40002,11.75994,5.19145
176.50002,11.76658,5.18999
176.6,11.77349,5.18752
176.70002,11.78003,5.1847
176.8,11.78662,5.19268
176.90002,11.79342,5.20831
177.00002,11.80006,5.20695
177.1,11.8066,5.20347
177.20002,11.81335,5.20177
177.3,11.81999,5.18748
177.40002,11.82663,5.19854
177.50002,11.83338,5.20409
177.6,11.84003,5.19268
177.70002,11.84667,5.20026
177.8,11.85342,5.20562
177.90002,11.86001,5.2023
178.00002,11.8666,5.22068
178.1,11.8733,5.19613
178.20002,11.87999,5.21077
178.3,11.88674,5.21245
178.40002,11.89333,5.21568
178.50002,11.89992,5.20144
178.6,11.90678,5.21741
178.70002,11.91326,5.21596
178.8,11.91985,5.20747
178.90002,11.92671,5.21974
179.00002,11.93335,5.21583
179.1,11.93999,5.1773
179.20002,11.94674,5.20358
179.3,11.95328,5.19544
179.40002,11.95997,5.22681
179.50002,11.96672,5.22701
179.6,11.97326,5.20464
179.70002,11.97996,5.2228
179.8,11.98676,5.2378
179.90002,11.99335,5.20166
180.00002,11.99999,5.21146
180.1,12.00669,5.22518
180.20002,12.01338,5.22005
180.3,12.02003,5.21712
180.40002,12.02667,5.22946
180.50002,12.03331,5.22195
180.6,12.04006,5.21747
180.70002,12.04671,5.24089
180.8,12.0533,5.23728
180.90002,12.06005,5.2214
181.00002,12.06669,5.24187
181.1,12.07328,5.22614
181.20002,12.08003,5.21371
181.3,12.08662,5.23015
181.40002,12.09331,5.2329
181.50002,12.10012,5.24541
181.6,12.1066,5.231
181.70002,12.11324,5.24038
181.8,12.12021,5.23208
181.90002,12.12663,5.22545
182.00002,12.13322,5.25059
182.1,12.14003,5.22384
182.20002,12.14667,5.22069
182.3,12.15326,5.25585
182.40002,12.16012,5.23252
182.50002,12.16671,5.23828
182.6,12.17335,5.22775
182.70002,12.18005,5.25123
182.8,12.18664,5.22963
182.90002,12.19328,5.25111
183.00002,12.20003,5.23088
183.1,12.20667,5.24846
183.20002,12.21342,5.27836
183.3,12.21996,5.26258
183.40002,12.22671,5.26135
183.50002,12.2334,5.26137
183.6,12.23994,5.2528
183.70002,12.24658,5.23089
183.8,12.25344,5.24673
183.90002,12.25997,5.25677
184.00002,12.26662,5.24225
184.1,12.27342,5.26284
184.20002,12.27996,5.25626
184.3,12.2866,5.25514
184.40002,12.2934,5.24543
184.50002,12.29999,5.26842
184.6,12.30658,5.24226
184.70002,12.31344,5.26177
184.8,12.32003,5.26409
184.90002,12.32656,5.26558
185.00002,12.33342,5.2677
185.1,12.34006,5.26802
185.20002,12.34665,5.26591
185.3,12.35335,5.27459
185.40002,12.35999,5.27682
185.50002,12.36669,5.2747
185.6,12.37328,5.26089
185.70002,12.37997,5.26796
185.8,12.38678,5.27665
185.90002,12.39331,5.27217
186.00002,12.39996,5.274
186.1,12.40671,5.27681
186.20002,12.41324,5.27426
186.3,12.41994,5.27736
186.40002,12.4268,5.2943
186.50002,12.43333,5.28937
186.6,12.43997,5.26125
186.70002,12.44678,5.28208
186.8,12.45331,5.27567
186.90002,12.45985,5.26661
187.00002,12.46676,5.28076
187.1,12.47335,5.26576
187.20002,12.47999,5.2943
187.3,12.48674,5.29832
187.40002,12.49339,5.29281
187.50002,12.49997,5.3
187.6,12.50667,5.26489
187.70002,12.51331,5.28786
187.8,12.52001,5.30226
187.90002,12.52671,5.28812
188.00002,12.53335,5.2745
188.1,12.54005,5.2837
188.20002,12.54669,5.3149
188.3,12.55328,5.27418
188.40002,12.56003,5.32127
188.50002,12.56662,5.29531
188.6,12.57326,5.28464
188.70002,12.58012,5.30147
188.8,12.58665,5.28828
188.90002,12.59324,5.31536
189.00002,12.6001,5.30189
189.1,12.60663,5.30748
189.20002,12.61328,5.31061
189.3,12.62003,5.30869
189.40002,12.62667,5.30565
189.50002,12.63331,5.31096
189.6,12.64006,5.3058
189.70002,12.64665,5.28902
189.8,12.65335,5.30436
189.90002,12.6601,5.31355
190.00002,12.66669,5.31197
190.1,12.67328,5.27726
190.20002,12.68003,5.31213
190.3,12.68667,5.32454
190.40002,12.69331,5.31286
190.50002,12.70001,5.31268
190.6,12.70665,5.31497
190.70002,12.71335,5.31839
190.8,12.71999,5.35367
190.90002,12.72653,5.33863
191.00002,12.73333,5.33507
191.1,12.74003,5.33112
191.20002,12.74662,5.33523
191.3,12.75342,5.334
191.40002,12.76001,5.31621
191.50002,12.7666,5.34288
191.6,12.7734,5.31556
191.70002,12.77988,5.33091
191.8,12.78658,5.33348
191.90002,12.79349,5.34295
192.00002,12.79997,5.33586
192.1,12.80662,5.3261
192.20002,12.81342,5.34264
192.3,12.82001,5.32476
192.40002,12.8266,5.31779
192.50002,12.83335,5.31837
192.6,12.83999,5.33226
192.70002,12.84669,5.33531
192.8,12.85338,5.33386
192.90002,12.85997,5.31798
193.00002,12.86667,5.34241
193.1,12.87337,5.33485
193.20002,12.87996,5.34572
193.3,12.88665,5.3418
193.40002,12.89329,5.36378
193.50002,12.89999,5.34243
193.6,12.90674,5.32268
193.70002,12.91328,5.3481
193.8,12.91997,5.35154
193.90002,12.92678,5.34528
194.00002,12.93331,5.3402
194.1,12.9399,5.33473
194.20002,12.94676,5.3576
194.3,12.95335,5.36452
194.40002,12.95994,5.35405
194.50002,12.96685,5.33756
194.6,12.97338,5.34204
194.70002,12.97997,5.3326
194.8,12.98672,5.34692
194.90002,12.99326,5.35666
195.00002,12.9999,5.35522
195.1,13.00676,5.36713
195.20002,13.01335,5.35897
195.3,13.01999,5.3526
195.40002,13.02669,5.36957
195.50002,13.03333,5.34777
195.6,13.04003,5.35233
195.70002,13.04656,5.34919
195.8,13.05331,5.33692
195.90002,13.06012,5.37136
196.00002,13.06665,5.35982
